Q_Gene_ID	GC_content	T_Gene_ID	Orthology	Per_identity	Orthology_confidence
ENSGALG00010000007	47.49	ENSACAG00000028215	ortholog_one2one	72.1875	1
ENSGALG00010000011	44.37	ENSACAG00000028219	ortholog_one2one	51.0145	1
ENSGALG00010000017	47.20	ENSACAG00000028225	ortholog_one2one	88.9105	1
ENSGALG00010000020	47.81	ENSACAG00000028228	ortholog_one2one	71.179	1
ENSGALG00010000023	48.98	ENSACAG00000028231	ortholog_one2one	68.2819	1
ENSGALG00010000024	49.36	ENSACAG00000028232	ortholog_one2one	75.8621	1
ENSGALG00010000026	45.17	ENSACAG00000028234	ortholog_one2one	67.8261	1
ENSGALG00010000028	47.14	ENSACAG00000028236	ortholog_one2one	60.2041	1
ENSGALG00010000029	46.23	ENSACAG00000028237	ortholog_one2one	62.3348	1
ENSGALG00010000033	45.54	ENSACAG00000028241	ortholog_one2one	57.4043	1
ENSGALG00010000034	48.38	ENSACAG00000028244	ortholog_one2one	75.9894	1
ENSGALG00010000037	47.89	ENSACAG00000028242	ortholog_one2one	44.8276	1
ENSGALG00010000039	45.39	ENSACAG00000004882	ortholog_one2one	59.9659	1
ENSGALG00010000039	45.39	ENSACAG00000004882	ortholog_one2one	59.9659	1
ENSGALG00010000039	45.39	ENSACAG00000004882	ortholog_one2one	59.9659	1
ENSGALG00010000040	77.37	ENSACAG00000004837	ortholog_one2one	19.8454	0
ENSGALG00010000042	63.57	ENSACAG00000004960	ortholog_one2one	91.3043	1
ENSGALG00010000043	47.88	ENSACAG00000005024	ortholog_one2one	74.2199	1
ENSGALG00010000043	47.88	ENSACAG00000005024	ortholog_one2one	74.2199	1
ENSGALG00010000043	47.88	ENSACAG00000005024	ortholog_one2one	74.2199	1
ENSGALG00010000043	47.88	ENSACAG00000005024	ortholog_one2one	74.2199	1
ENSGALG00010000043	47.88	ENSACAG00000005024	ortholog_one2one	74.2199	1
ENSGALG00010000043	47.88	ENSACAG00000005024	ortholog_one2one	74.2199	1
ENSGALG00010000043	47.88	ENSACAG00000005024	ortholog_one2one	74.2199	1
ENSGALG00010000043	47.88	ENSACAG00000005024	ortholog_one2one	74.2199	1
ENSGALG00010000044	46.93	ENSACAG00000005159	ortholog_one2one	44.3237	1
ENSGALG00010000044	46.93	ENSACAG00000005159	ortholog_one2one	44.3237	1
ENSGALG00010000044	46.93	ENSACAG00000005159	ortholog_one2one	44.3237	1
ENSGALG00010000044	46.93	ENSACAG00000005159	ortholog_one2one	44.3237	1
ENSGALG00010000044	46.93	ENSACAG00000005159	ortholog_one2one	44.3237	1
ENSGALG00010000044	46.93	ENSACAG00000005159	ortholog_one2one	44.3237	1
ENSGALG00010000045	42.95	ENSACAG00000005169	ortholog_one2one	14.2485	0
ENSGALG00010000046	41.31	ENSACAG00000003704	ortholog_one2one	72.9167	1
ENSGALG00010000046	41.31	ENSACAG00000003704	ortholog_one2one	72.9167	1
ENSGALG00010000046	41.31	ENSACAG00000003704	ortholog_one2one	72.9167	1
ENSGALG00010000046	41.31	ENSACAG00000003704	ortholog_one2one	72.9167	1
ENSGALG00010000047	41.26	ENSACAG00000003240	ortholog_one2one	73.7773	1
ENSGALG00010000047	41.26	ENSACAG00000003240	ortholog_one2one	73.7773	1
ENSGALG00010000047	41.26	ENSACAG00000003240	ortholog_one2one	73.7773	1
ENSGALG00010000047	41.26	ENSACAG00000003240	ortholog_one2one	73.7773	1
ENSGALG00010000048	66.37	ENSACAG00000004290	ortholog_one2one	80.0172	1
ENSGALG00010000048	66.37	ENSACAG00000004290	ortholog_one2one	80.0172	1
ENSGALG00010000048	66.37	ENSACAG00000004290	ortholog_one2one	80.0172	1
ENSGALG00010000048	66.37	ENSACAG00000004290	ortholog_one2one	80.0172	1
ENSGALG00010000049	65.22	ENSACAG00000004439	ortholog_one2one	53.7433	1
ENSGALG00010000050	63.66	ENSACAG00000008727	ortholog_one2one	46.6667	0
ENSGALG00010000050	63.66	ENSACAG00000008727	ortholog_one2one	46.6667	0
ENSGALG00010000050	63.66	ENSACAG00000008727	ortholog_one2one	46.6667	0
ENSGALG00010000052	52.23	ENSACAG00000007179	ortholog_one2one	64.1694	1
ENSGALG00010000053	75.97	ENSACAG00000016009	ortholog_one2one	59.887	1
ENSGALG00010000053	75.97	ENSACAG00000016009	ortholog_one2one	59.887	1
ENSGALG00010000054	60.25	ENSACAG00000004054	ortholog_one2one	74.7433	1
ENSGALG00010000054	60.25	ENSACAG00000004054	ortholog_one2one	74.7433	1
ENSGALG00010000054	60.25	ENSACAG00000004054	ortholog_one2one	74.7433	1
ENSGALG00010000054	60.25	ENSACAG00000004054	ortholog_one2one	74.7433	1
ENSGALG00010000054	60.25	ENSACAG00000004054	ortholog_one2one	74.7433	1
ENSGALG00010000054	60.25	ENSACAG00000004054	ortholog_one2one	74.7433	1
ENSGALG00010000055	58.95	ENSACAG00000004206	ortholog_one2one	49.3066	1
ENSGALG00010000055	58.95	ENSACAG00000004206	ortholog_one2one	49.3066	1
ENSGALG00010000055	58.95	ENSACAG00000004206	ortholog_one2one	49.3066	1
ENSGALG00010000056	63.45	ENSACAG00000022998	ortholog_one2one	57.7681	1
ENSGALG00010000056	63.45	ENSACAG00000022998	ortholog_one2one	57.7681	1
ENSGALG00010000056	63.45	ENSACAG00000022998	ortholog_one2one	57.7681	1
ENSGALG00010000058	65.31	ENSACAG00000004561	ortholog_one2one	73.5593	1
ENSGALG00010000059	54.87	ENSACAG00000004763	ortholog_one2one	92.5	1
ENSGALG00010000059	54.87	ENSACAG00000004763	ortholog_one2one	92.5	1
ENSGALG00010000060	63.00	ENSACAG00000004800	ortholog_one2one	75.969	1
ENSGALG00010000060	63.00	ENSACAG00000004800	ortholog_one2one	75.969	1
ENSGALG00010000061	62.10	ENSACAG00000004811	ortholog_one2one	54.7337	1
ENSGALG00010000069	58.76	ENSACAG00000009029	ortholog_one2one	14.491	0
ENSGALG00010000071	61.71	ENSACAG00000011164	ortholog_one2one	31.3084	0
ENSGALG00010000071	61.71	ENSACAG00000011164	ortholog_one2one	31.3084	0
ENSGALG00010000084	60.93	ENSACAG00000014874	ortholog_one2one	39.3333	1
ENSGALG00010000084	60.93	ENSACAG00000014874	ortholog_one2one	39.3333	1
ENSGALG00010000084	60.93	ENSACAG00000014874	ortholog_one2one	39.3333	1
ENSGALG00010000084	60.93	ENSACAG00000014874	ortholog_one2one	39.3333	1
ENSGALG00010000085	57.96	ENSACAG00000041769	ortholog_one2one	54.0925	0
ENSGALG00010000085	57.96	ENSACAG00000041769	ortholog_one2one	54.0925	0
ENSGALG00010000085	57.96	ENSACAG00000041769	ortholog_one2one	54.0925	0
ENSGALG00010000092	62.05	ENSACAG00000015570	ortholog_one2one	44.0164	1
ENSGALG00010000092	62.05	ENSACAG00000015570	ortholog_one2one	44.0164	1
ENSGALG00010000092	62.05	ENSACAG00000015570	ortholog_one2one	44.0164	1
ENSGALG00010000105	61.64	ENSACAG00000012965	ortholog_one2one	72.5703	1
ENSGALG00010000106	65.67	ENSACAG00000010578	ortholog_one2one	21.0728	0
ENSGALG00010000121	62.54	ENSACAG00000010586	ortholog_one2one	33.5975	1
ENSGALG00010000121	62.54	ENSACAG00000010586	ortholog_one2one	33.5975	1
ENSGALG00010000123	55.61	ENSACAG00000035888	ortholog_one2one	20.1893	0
ENSGALG00010000126	68.03	ENSACAG00000008105	ortholog_one2one	15.8209	0
ENSGALG00010000127	60.28	ENSACAG00000010659	ortholog_one2one	55	1
ENSGALG00010000127	60.28	ENSACAG00000010659	ortholog_one2one	55	1
ENSGALG00010000133	63.02	ENSACAG00000008125	ortholog_one2one	90.1437	1
ENSGALG00010000134	66.69	ENSACAG00000012594	ortholog_one2one	32.2064	0
ENSGALG00010000137	62.00	ENSACAG00000010894	ortholog_one2one	24.7191	0
ENSGALG00010000137	62.00	ENSACAG00000010894	ortholog_one2one	24.7191	0
ENSGALG00010000140	59.80	ENSACAG00000012614	ortholog_one2one	76.6667	1
ENSGALG00010000140	59.80	ENSACAG00000012614	ortholog_one2one	76.6667	1
ENSGALG00010000140	59.80	ENSACAG00000012614	ortholog_one2one	76.6667	1
ENSGALG00010000141	63.62	ENSACAG00000004276	ortholog_one2one	46.5254	1
ENSGALG00010000141	63.62	ENSACAG00000004276	ortholog_one2one	46.5254	1
ENSGALG00010000141	63.62	ENSACAG00000004276	ortholog_one2one	46.5254	1
ENSGALG00010000141	63.62	ENSACAG00000004276	ortholog_one2one	46.5254	1
ENSGALG00010000141	63.62	ENSACAG00000004276	ortholog_one2one	46.5254	1
ENSGALG00010000141	63.62	ENSACAG00000004276	ortholog_one2one	46.5254	1
ENSGALG00010000142	62.72	ENSACAG00000013956	ortholog_one2one	47.6868	0
ENSGALG00010000143	61.50	ENSACAG00000010663	ortholog_one2one	65.7309	1
ENSGALG00010000143	61.50	ENSACAG00000010663	ortholog_one2one	65.7309	1
ENSGALG00010000145	61.54	ENSACAG00000010604	ortholog_one2one	76.4805	1
ENSGALG00010000146	58.17	ENSACAG00000011142	ortholog_one2one	68.8235	1
ENSGALG00010000148	67.86	ENSACAG00000014661	ortholog_one2one	31.6279	0
ENSGALG00010000150	65.61	ENSACAG00000004039	ortholog_one2one	37.1084	1
ENSGALG00010000151	49.44	ENSACAG00000005111	ortholog_one2one	87.4502	1
ENSGALG00010000151	49.44	ENSACAG00000005111	ortholog_one2one	87.4502	1
ENSGALG00010000152	61.69	ENSACAG00000034732	ortholog_one2one	35.4523	0
ENSGALG00010000153	49.30	ENSACAG00000008829	ortholog_one2one	93.5702	1
ENSGALG00010000155	63.59	ENSACAG00000014698	ortholog_one2one	36.9458	1
ENSGALG00010000161	53.83	ENSACAG00000035483	ortholog_one2one	63.0631	1
ENSGALG00010000161	53.83	ENSACAG00000035483	ortholog_one2one	63.0631	1
ENSGALG00010000161	53.83	ENSACAG00000035483	ortholog_one2one	63.0631	1
ENSGALG00010000161	53.83	ENSACAG00000035483	ortholog_one2one	63.0631	1
ENSGALG00010000171	50.35	ENSACAG00000035502	ortholog_one2one	73.0159	0
ENSGALG00010000171	50.35	ENSACAG00000035502	ortholog_one2one	73.0159	0
ENSGALG00010000175	63.25	ENSACAG00000031439	ortholog_one2one	39.6648	0
ENSGALG00010000186	54.54	ENSACAG00000009009	ortholog_one2one	81.7251	1
ENSGALG00010000186	54.54	ENSACAG00000009009	ortholog_one2one	81.7251	1
ENSGALG00010000186	54.54	ENSACAG00000009009	ortholog_one2one	81.7251	1
ENSGALG00010000191	61.29	ENSACAG00000009117	ortholog_one2one	32.0171	1
ENSGALG00010000196	54.46	ENSACAG00000016597	ortholog_one2one	82.4	1
ENSGALG00010000196	54.46	ENSACAG00000016597	ortholog_one2one	82.4	1
ENSGALG00010000205	62.95	ENSACAG00000009503	ortholog_one2one	56.9845	1
ENSGALG00010000205	62.95	ENSACAG00000009503	ortholog_one2one	56.9845	1
ENSGALG00010000210	56.42	ENSACAG00000009485	ortholog_one2one	44.3314	1
ENSGALG00010000210	56.42	ENSACAG00000009485	ortholog_one2one	44.3314	1
ENSGALG00010000215	45.30	ENSACAG00000009415	ortholog_one2one	87.4687	1
ENSGALG00010000215	45.30	ENSACAG00000009415	ortholog_one2one	87.4687	1
ENSGALG00010000215	45.30	ENSACAG00000009415	ortholog_one2one	87.4687	1
ENSGALG00010000221	65.88	ENSACAG00000044495	ortholog_one2one	80.4009	1
ENSGALG00010000221	65.88	ENSACAG00000044495	ortholog_one2one	80.4009	1
ENSGALG00010000224	62.18	ENSACAG00000012342	ortholog_one2one	25.3186	0
ENSGALG00010000224	62.18	ENSACAG00000012342	ortholog_one2one	25.3186	0
ENSGALG00010000224	62.18	ENSACAG00000012342	ortholog_one2one	25.3186	0
ENSGALG00010000224	62.18	ENSACAG00000012342	ortholog_one2one	25.3186	0
ENSGALG00010000230	62.01	ENSACAG00000010085	ortholog_one2one	47.0377	1
ENSGALG00010000230	62.01	ENSACAG00000010085	ortholog_one2one	47.0377	1
ENSGALG00010000230	62.01	ENSACAG00000010085	ortholog_one2one	47.0377	1
ENSGALG00010000248	59.12	ENSACAG00000038677	ortholog_one2one	20.5882	0
ENSGALG00010000255	63.99	ENSACAG00000000895	ortholog_one2one	35.8108	1
ENSGALG00010000266	51.72	ENSACAG00000037757	ortholog_one2one	1.18343	0
ENSGALG00010000267	65.29	ENSACAG00000000927	ortholog_one2one	61.0687	0
ENSGALG00010000267	65.29	ENSACAG00000000927	ortholog_one2one	61.0687	0
ENSGALG00010000267	65.29	ENSACAG00000000927	ortholog_one2one	61.0687	0
ENSGALG00010000267	65.29	ENSACAG00000000927	ortholog_one2one	61.0687	0
ENSGALG00010000271	49.64	ENSACAG00000023669	ortholog_one2one	73.6549	1
ENSGALG00010000271	49.64	ENSACAG00000023669	ortholog_one2one	73.6549	1
ENSGALG00010000272	60.26	ENSACAG00000016398	ortholog_one2one	10.8742	0
ENSGALG00010000272	60.26	ENSACAG00000016398	ortholog_one2one	10.8742	0
ENSGALG00010000281	53.13	ENSACAG00000009795	ortholog_one2one	71.4964	1
ENSGALG00010000281	53.13	ENSACAG00000009795	ortholog_one2one	71.4964	1
ENSGALG00010000281	53.13	ENSACAG00000009795	ortholog_one2one	71.4964	1
ENSGALG00010000284	63.36	ENSACAG00000010258	ortholog_one2one	18.4783	0
ENSGALG00010000285	60.88	ENSACAG00000010684	ortholog_one2one	88.1119	1
ENSGALG00010000285	60.88	ENSACAG00000010684	ortholog_one2one	88.1119	1
ENSGALG00010000286	69.85	ENSACAG00000009765	ortholog_one2one	31.7021	1
ENSGALG00010000287	48.34	ENSACAG00000004560	ortholog_one2one	33.3333	0
ENSGALG00010000288	61.13	ENSACAG00000022093	ortholog_one2one	47.4561	0
ENSGALG00010000289	66.62	ENSACAG00000010734	ortholog_one2one	51.1628	1
ENSGALG00010000292	66.73	ENSACAG00000017349	ortholog_one2one	35.5072	0
ENSGALG00010000294	53.58	ENSACAG00000009785	ortholog_one2one	54.7872	1
ENSGALG00010000294	53.58	ENSACAG00000009785	ortholog_one2one	54.7872	1
ENSGALG00010000294	53.58	ENSACAG00000009785	ortholog_one2one	54.7872	1
ENSGALG00010000298	64.34	ENSACAG00000009775	ortholog_one2one	50	1
ENSGALG00010000301	57.83	ENSACAG00000000786	ortholog_one2one	79.0323	1
ENSGALG00010000302	62.05	ENSACAG00000024384	ortholog_one2one	12.8571	0
ENSGALG00010000306	66.06	ENSACAG00000008848	ortholog_one2one	13.6576	0
ENSGALG00010000307	56.82	ENSACAG00000000796	ortholog_one2one	59.7484	1
ENSGALG00010000307	56.82	ENSACAG00000000796	ortholog_one2one	59.7484	1
ENSGALG00010000323	57.58	ENSACAG00000009127	ortholog_one2one	84.8602	1
ENSGALG00010000323	57.58	ENSACAG00000009127	ortholog_one2one	84.8602	1
ENSGALG00010000323	57.58	ENSACAG00000009127	ortholog_one2one	84.8602	1
ENSGALG00010000324	56.19	ENSACAG00000037705	ortholog_one2one	54.534	0
ENSGALG00010000324	56.19	ENSACAG00000037705	ortholog_one2one	54.534	0
ENSGALG00010000324	56.19	ENSACAG00000037705	ortholog_one2one	54.534	0
ENSGALG00010000324	56.19	ENSACAG00000037705	ortholog_one2one	54.534	0
ENSGALG00010000324	56.19	ENSACAG00000037705	ortholog_one2one	54.534	0
ENSGALG00010000324	56.19	ENSACAG00000037705	ortholog_one2one	54.534	0
ENSGALG00010000324	56.19	ENSACAG00000037705	ortholog_one2one	54.534	0
ENSGALG00010000324	56.19	ENSACAG00000037705	ortholog_one2one	54.534	0
ENSGALG00010000324	56.19	ENSACAG00000037705	ortholog_one2one	54.534	0
ENSGALG00010000324	56.19	ENSACAG00000037705	ortholog_one2one	54.534	0
ENSGALG00010000331	68.07	ENSACAG00000009274	ortholog_one2one	18.3648	0
ENSGALG00010000338	58.01	ENSACAG00000039291	ortholog_one2one	7.78258	0
ENSGALG00010000338	58.01	ENSACAG00000039291	ortholog_one2one	7.78258	0
ENSGALG00010000340	60.58	ENSACAG00000012233	ortholog_one2one	70.4167	1
ENSGALG00010000341	51.88	ENSACAG00000009298	ortholog_one2one	80.3443	1
ENSGALG00010000346	54.63	ENSACAG00000041854	ortholog_one2one	48.8372	0
ENSGALG00010000350	55.83	ENSACAG00000003139	ortholog_one2one	65.5242	1
ENSGALG00010000350	55.83	ENSACAG00000003139	ortholog_one2one	65.5242	1
ENSGALG00010000350	55.83	ENSACAG00000003139	ortholog_one2one	65.5242	1
ENSGALG00010000350	55.83	ENSACAG00000003139	ortholog_one2one	65.5242	1
ENSGALG00010000350	55.83	ENSACAG00000003139	ortholog_one2one	65.5242	1
ENSGALG00010000350	55.83	ENSACAG00000003139	ortholog_one2one	65.5242	1
ENSGALG00010000353	64.06	ENSACAG00000043207	ortholog_one2one	39.3939	0
ENSGALG00010000356	58.90	ENSACAG00000025985	ortholog_one2one	55.622	1
ENSGALG00010000356	58.90	ENSACAG00000025985	ortholog_one2one	55.622	1
ENSGALG00010000367	63.14	ENSACAG00000009337	ortholog_one2one	72.9412	1
ENSGALG00010000367	63.14	ENSACAG00000009337	ortholog_one2one	72.9412	1
ENSGALG00010000367	63.14	ENSACAG00000009337	ortholog_one2one	72.9412	1
ENSGALG00010000377	60.41	ENSACAG00000013557	ortholog_one2one	29.7414	0
ENSGALG00010000381	60.74	ENSACAG00000015538	ortholog_one2one	55.7292	0
ENSGALG00010000381	60.74	ENSACAG00000015538	ortholog_one2one	55.7292	0
ENSGALG00010000381	60.74	ENSACAG00000015538	ortholog_one2one	55.7292	0
ENSGALG00010000384	50.68	ENSACAG00000003193	ortholog_one2one	45.8095	0
ENSGALG00010000387	65.16	ENSACAG00000004510	ortholog_one2one	86.2903	1
ENSGALG00010000402	61.94	ENSACAG00000011246	ortholog_one2one	74.4681	1
ENSGALG00010000402	61.94	ENSACAG00000011246	ortholog_one2one	74.4681	1
ENSGALG00010000402	61.94	ENSACAG00000011246	ortholog_one2one	74.4681	1
ENSGALG00010000402	61.94	ENSACAG00000011246	ortholog_one2one	74.4681	1
ENSGALG00010000404	65.61	ENSACAG00000004572	ortholog_one2one	58.7863	1
ENSGALG00010000404	65.61	ENSACAG00000004572	ortholog_one2one	58.7863	1
ENSGALG00010000407	64.11	ENSACAG00000016660	ortholog_one2one	73.0583	1
ENSGALG00010000407	64.11	ENSACAG00000016660	ortholog_one2one	73.0583	1
ENSGALG00010000412	62.46	ENSACAG00000016614	ortholog_one2one	73.6842	1
