Q_Gene_ID	GC_content	T_Gene_ID	Orthology	Per_identity	Orthology_confidence
ENSGALG00010000007	47.49	ENSCPRG00005000007	ortholog_one2one	70.3125	1
ENSGALG00010000011	44.37	ENSCPRG00005000011	ortholog_one2one	42.735	1
ENSGALG00010000017	47.20	ENSCPRG00005000017	ortholog_one2one	84.749	1
ENSGALG00010000020	47.81	ENSCPRG00005000020	ortholog_one2one	63.8767	1
ENSGALG00010000023	48.98	ENSCPRG00005000023	ortholog_one2one	67.8414	1
ENSGALG00010000024	49.36	ENSCPRG00005000024	ortholog_one2one	76.2452	1
ENSGALG00010000026	45.17	ENSCPRG00005000026	ortholog_one2one	63.4783	1
ENSGALG00010000028	47.14	ENSCPRG00005000028	ortholog_one2one	53.6082	1
ENSGALG00010000029	46.23	ENSCPRG00005000029	ortholog_one2one	55.7987	1
ENSGALG00010000033	45.54	ENSCPRG00005000032	ortholog_one2one	48.6224	1
ENSGALG00010000034	48.38	ENSCPRG00005000035	ortholog_one2one	65.1948	1
ENSGALG00010000044	46.93	ENSCPRG00005002156	ortholog_one2one	55.8433	1
ENSGALG00010000044	46.93	ENSCPRG00005002156	ortholog_one2one	55.8433	1
ENSGALG00010000044	46.93	ENSCPRG00005002156	ortholog_one2one	55.8433	1
ENSGALG00010000044	46.93	ENSCPRG00005002156	ortholog_one2one	55.8433	1
ENSGALG00010000044	46.93	ENSCPRG00005002156	ortholog_one2one	55.8433	1
ENSGALG00010000044	46.93	ENSCPRG00005002156	ortholog_one2one	55.8433	1
ENSGALG00010000045	42.95	ENSCPRG00005002173	ortholog_one2one	32.4823	1
ENSGALG00010000046	41.31	ENSCPRG00005002219	ortholog_one2one	85.0136	1
ENSGALG00010000046	41.31	ENSCPRG00005002219	ortholog_one2one	85.0136	1
ENSGALG00010000046	41.31	ENSCPRG00005002219	ortholog_one2one	85.0136	1
ENSGALG00010000046	41.31	ENSCPRG00005002219	ortholog_one2one	85.0136	1
ENSGALG00010000085	57.96	ENSCPRG00005013059	ortholog_one2one	40.9214	0
ENSGALG00010000085	57.96	ENSCPRG00005013059	ortholog_one2one	40.9214	0
ENSGALG00010000085	57.96	ENSCPRG00005013059	ortholog_one2one	40.9214	0
ENSGALG00010000123	55.61	ENSCPRG00005013064	ortholog_one2one	13.3333	0
ENSGALG00010000126	68.03	ENSCPRG00005013077	ortholog_one2one	10.3064	0
ENSGALG00010000133	63.02	ENSCPRG00005000146	ortholog_one2one	86.0345	1
ENSGALG00010000146	58.17	ENSCPRG00005008808	ortholog_one2one	4.20248	0
ENSGALG00010000151	49.44	ENSCPRG00005007290	ortholog_one2one	96.929	1
ENSGALG00010000151	49.44	ENSCPRG00005007290	ortholog_one2one	96.929	1
ENSGALG00010000153	49.30	ENSCPRG00005006585	ortholog_one2one	79.805	1
ENSGALG00010000173	63.19	ENSCPRG00005006657	ortholog_one2one	87.2792	1
ENSGALG00010000173	63.19	ENSCPRG00005006657	ortholog_one2one	87.2792	1
ENSGALG00010000173	63.19	ENSCPRG00005006657	ortholog_one2one	87.2792	1
ENSGALG00010000173	63.19	ENSCPRG00005006657	ortholog_one2one	87.2792	1
ENSGALG00010000173	63.19	ENSCPRG00005006657	ortholog_one2one	87.2792	1
ENSGALG00010000186	54.54	ENSCPRG00005006731	ortholog_one2one	89.8256	1
ENSGALG00010000186	54.54	ENSCPRG00005006731	ortholog_one2one	89.8256	1
ENSGALG00010000186	54.54	ENSCPRG00005006731	ortholog_one2one	89.8256	1
ENSGALG00010000191	61.29	ENSCPRG00005006886	ortholog_one2one	54.8315	1
ENSGALG00010000200	62.06	ENSCPRG00005006456	ortholog_one2one	87.931	1
ENSGALG00010000200	62.06	ENSCPRG00005006456	ortholog_one2one	87.931	1
ENSGALG00010000205	62.95	ENSCPRG00005006499	ortholog_one2one	76.7296	1
ENSGALG00010000205	62.95	ENSCPRG00005006499	ortholog_one2one	76.7296	1
ENSGALG00010000210	56.42	ENSCPRG00005006503	ortholog_one2one	46.8864	1
ENSGALG00010000210	56.42	ENSCPRG00005006503	ortholog_one2one	46.8864	1
ENSGALG00010000215	45.30	ENSCPRG00005006505	ortholog_one2one	97.2046	1
ENSGALG00010000215	45.30	ENSCPRG00005006505	ortholog_one2one	97.2046	1
ENSGALG00010000215	45.30	ENSCPRG00005006505	ortholog_one2one	97.2046	1
ENSGALG00010000221	65.88	ENSCPRG00005006517	ortholog_one2one	81.8792	1
ENSGALG00010000221	65.88	ENSCPRG00005006517	ortholog_one2one	81.8792	1
ENSGALG00010000223	66.16	ENSCPRG00005006523	ortholog_one2one	68.8953	1
ENSGALG00010000225	63.53	ENSCPRG00005006537	ortholog_one2one	61.6114	1
ENSGALG00010000227	64.48	ENSCPRG00005016018	ortholog_one2one	30.8068	0
ENSGALG00010000230	62.01	ENSCPRG00005007750	ortholog_one2one	46.7153	1
ENSGALG00010000230	62.01	ENSCPRG00005007750	ortholog_one2one	46.7153	1
ENSGALG00010000230	62.01	ENSCPRG00005007750	ortholog_one2one	46.7153	1
ENSGALG00010000233	44.39	ENSCPRG00005006539	ortholog_one2one	72.7273	0
ENSGALG00010000233	44.39	ENSCPRG00005006539	ortholog_one2one	72.7273	0
ENSGALG00010000233	44.39	ENSCPRG00005006539	ortholog_one2one	72.7273	0
ENSGALG00010000233	44.39	ENSCPRG00005006539	ortholog_one2one	72.7273	0
ENSGALG00010000263	42.76	ENSCPRG00005006547	ortholog_one2one	88.7874	1
ENSGALG00010000263	42.76	ENSCPRG00005006547	ortholog_one2one	88.7874	1
ENSGALG00010000263	42.76	ENSCPRG00005006547	ortholog_one2one	88.7874	1
ENSGALG00010000263	42.76	ENSCPRG00005006547	ortholog_one2one	88.7874	1
ENSGALG00010000263	42.76	ENSCPRG00005006547	ortholog_one2one	88.7874	1
ENSGALG00010000271	49.64	ENSCPRG00005006415	ortholog_one2one	94.1589	1
ENSGALG00010000271	49.64	ENSCPRG00005006415	ortholog_one2one	94.1589	1
ENSGALG00010000281	53.13	ENSCPRG00005006434	ortholog_one2one	83.3052	1
ENSGALG00010000281	53.13	ENSCPRG00005006434	ortholog_one2one	83.3052	1
ENSGALG00010000281	53.13	ENSCPRG00005006434	ortholog_one2one	83.3052	1
ENSGALG00010000287	48.34	ENSCPRG00005007121	ortholog_one2one	50.3979	1
ENSGALG00010000294	53.58	ENSCPRG00005006443	ortholog_one2one	57.1429	1
ENSGALG00010000294	53.58	ENSCPRG00005006443	ortholog_one2one	57.1429	1
ENSGALG00010000294	53.58	ENSCPRG00005006443	ortholog_one2one	57.1429	1
ENSGALG00010000298	64.34	ENSCPRG00005006445	ortholog_one2one	61.8421	0
ENSGALG00010000301	57.83	ENSCPRG00005006559	ortholog_one2one	72.5806	1
ENSGALG00010000306	66.06	ENSCPRG00005013419	ortholog_one2one	15.3237	0
ENSGALG00010000307	56.82	ENSCPRG00005006563	ortholog_one2one	79.235	1
ENSGALG00010000307	56.82	ENSCPRG00005006563	ortholog_one2one	79.235	1
ENSGALG00010000312	65.15	ENSCPRG00005006571	ortholog_one2one	77.2093	1
ENSGALG00010000323	57.58	ENSCPRG00005006923	ortholog_one2one	83.8532	1
ENSGALG00010000323	57.58	ENSCPRG00005006923	ortholog_one2one	83.8532	1
ENSGALG00010000323	57.58	ENSCPRG00005006923	ortholog_one2one	83.8532	1
ENSGALG00010000331	68.07	ENSCPRG00005006989	ortholog_one2one	17.7177	0
ENSGALG00010000341	51.88	ENSCPRG00005006994	ortholog_one2one	89.6296	1
ENSGALG00010000360	63.37	ENSCPRG00005012135	ortholog_one2one	35.2713	0
ENSGALG00010000376	46.07	ENSCPRG00005006554	ortholog_one2one	83.8881	1
ENSGALG00010000376	46.07	ENSCPRG00005006554	ortholog_one2one	83.8881	1
ENSGALG00010000381	60.74	ENSCPRG00005008826	ortholog_one2one	62.3529	0
ENSGALG00010000381	60.74	ENSCPRG00005008826	ortholog_one2one	62.3529	0
ENSGALG00010000381	60.74	ENSCPRG00005008826	ortholog_one2one	62.3529	0
ENSGALG00010000387	65.16	ENSCPRG00005007030	ortholog_one2one	88.3871	1
ENSGALG00010000404	65.61	ENSCPRG00005007045	ortholog_one2one	64.3312	1
ENSGALG00010000404	65.61	ENSCPRG00005007045	ortholog_one2one	64.3312	1
ENSGALG00010000443	54.29	ENSCPRG00005007295	ortholog_one2one	87.2633	1
ENSGALG00010000444	50.03	ENSCPRG00005007248	ortholog_one2one	69.9584	1
ENSGALG00010000444	50.03	ENSCPRG00005007248	ortholog_one2one	69.9584	1
ENSGALG00010000445	59.80	ENSCPRG00005007231	ortholog_one2one	97.7612	1
ENSGALG00010000445	59.80	ENSCPRG00005007231	ortholog_one2one	97.7612	1
ENSGALG00010000447	59.58	ENSCPRG00005007215	ortholog_one2one	70.3364	1
ENSGALG00010000447	59.58	ENSCPRG00005007215	ortholog_one2one	70.3364	1
ENSGALG00010000449	67.09	ENSCPRG00005007195	ortholog_one2one	67.6768	1
ENSGALG00010000449	67.09	ENSCPRG00005007195	ortholog_one2one	67.6768	1
ENSGALG00010000452	64.50	ENSCPRG00005007182	ortholog_one2one	61.8507	1
ENSGALG00010000457	45.06	ENSCPRG00005007128	ortholog_one2one	81.8705	1
ENSGALG00010000457	45.06	ENSCPRG00005007128	ortholog_one2one	81.8705	1
ENSGALG00010000466	46.19	ENSCPRG00005007393	ortholog_one2one	89.2683	1
ENSGALG00010000466	46.19	ENSCPRG00005007393	ortholog_one2one	89.2683	1
ENSGALG00010000466	46.19	ENSCPRG00005007393	ortholog_one2one	89.2683	1
ENSGALG00010000468	66.50	ENSCPRG00005007383	ortholog_one2one	68.9655	1
ENSGALG00010000468	66.50	ENSCPRG00005007383	ortholog_one2one	68.9655	1
ENSGALG00010000470	44.24	ENSCPRG00005007377	ortholog_one2one	79.8987	1
ENSGALG00010000470	44.24	ENSCPRG00005007377	ortholog_one2one	79.8987	1
ENSGALG00010000475	47.85	ENSCPRG00005007365	ortholog_one2one	92.629	1
ENSGALG00010000475	47.85	ENSCPRG00005007365	ortholog_one2one	92.629	1
ENSGALG00010000479	47.74	ENSCPRG00005007362	ortholog_one2one	89.2683	1
ENSGALG00010000483	60.12	ENSCPRG00005014512	ortholog_one2one	42.7632	0
ENSGALG00010000485	41.54	ENSCPRG00005007331	ortholog_one2one	93.1921	1
ENSGALG00010000485	41.54	ENSCPRG00005007331	ortholog_one2one	93.1921	1
ENSGALG00010000485	41.54	ENSCPRG00005007331	ortholog_one2one	93.1921	1
