Q_Gene_ID	GC_content	T_Gene_ID	Orthology	Per_identity	Orthology_confidence
ENSGALG00010000007	47.49	ENSSCUG00000000007	ortholog_one2one	87.3457	0
ENSGALG00010000011	44.37	ENSSCUG00000000011	ortholog_one2one	75.4335	1
ENSGALG00010000017	47.20	ENSSCUG00000000017	ortholog_one2one	96.7054	1
ENSGALG00010000020	47.81	ENSSCUG00000000020	ortholog_one2one	90.393	1
ENSGALG00010000022	41.21	ENSSCUG00000000022	ortholog_one2one	65.4545	1
ENSGALG00010000023	48.98	ENSSCUG00000000023	ortholog_one2one	88.5463	1
ENSGALG00010000024	49.36	ENSSCUG00000000024	ortholog_one2one	93.1034	1
ENSGALG00010000026	45.17	ENSSCUG00000000026	ortholog_one2one	79.3103	1
ENSGALG00010000028	47.14	ENSSCUG00000000028	ortholog_one2one	88.7755	1
ENSGALG00010000029	46.23	ENSSCUG00000000029	ortholog_one2one	85.1528	1
ENSGALG00010000033	45.54	ENSSCUG00000000033	ortholog_one2one	78.6777	1
ENSGALG00010000034	48.38	ENSSCUG00000000034	ortholog_one2one	89.9736	1
ENSGALG00010000037	47.89	ENSSCUG00000000037	ortholog_one2one	76.8786	0
ENSGALG00010000039	45.39	ENSSCUG00000010550	ortholog_one2one	85.1931	1
ENSGALG00010000039	45.39	ENSSCUG00000010550	ortholog_one2one	85.1931	1
ENSGALG00010000039	45.39	ENSSCUG00000010550	ortholog_one2one	85.1931	1
ENSGALG00010000043	47.88	ENSSCUG00000010582	ortholog_one2one	90.043	1
ENSGALG00010000043	47.88	ENSSCUG00000010582	ortholog_one2one	90.043	1
ENSGALG00010000043	47.88	ENSSCUG00000010582	ortholog_one2one	90.043	1
ENSGALG00010000043	47.88	ENSSCUG00000010582	ortholog_one2one	90.043	1
ENSGALG00010000043	47.88	ENSSCUG00000010582	ortholog_one2one	90.043	1
ENSGALG00010000043	47.88	ENSSCUG00000010582	ortholog_one2one	90.043	1
ENSGALG00010000043	47.88	ENSSCUG00000010582	ortholog_one2one	90.043	1
ENSGALG00010000043	47.88	ENSSCUG00000010582	ortholog_one2one	90.043	1
ENSGALG00010000044	46.93	ENSSCUG00000010596	ortholog_one2one	75.8004	1
ENSGALG00010000044	46.93	ENSSCUG00000010596	ortholog_one2one	75.8004	1
ENSGALG00010000044	46.93	ENSSCUG00000010596	ortholog_one2one	75.8004	1
ENSGALG00010000044	46.93	ENSSCUG00000010596	ortholog_one2one	75.8004	1
ENSGALG00010000044	46.93	ENSSCUG00000010596	ortholog_one2one	75.8004	1
ENSGALG00010000044	46.93	ENSSCUG00000010596	ortholog_one2one	75.8004	1
ENSGALG00010000045	42.95	ENSSCUG00000010598	ortholog_one2one	67.3446	1
ENSGALG00010000046	41.31	ENSSCUG00000010627	ortholog_one2one	94.8518	1
ENSGALG00010000046	41.31	ENSSCUG00000010627	ortholog_one2one	94.8518	1
ENSGALG00010000046	41.31	ENSSCUG00000010627	ortholog_one2one	94.8518	1
ENSGALG00010000046	41.31	ENSSCUG00000010627	ortholog_one2one	94.8518	1
ENSGALG00010000047	41.26	ENSSCUG00000010674	ortholog_one2one	95.8257	1
ENSGALG00010000047	41.26	ENSSCUG00000010674	ortholog_one2one	95.8257	1
ENSGALG00010000047	41.26	ENSSCUG00000010674	ortholog_one2one	95.8257	1
ENSGALG00010000047	41.26	ENSSCUG00000010674	ortholog_one2one	95.8257	1
ENSGALG00010000048	66.37	ENSSCUG00000012671	ortholog_one2one	87.054	1
ENSGALG00010000048	66.37	ENSSCUG00000012671	ortholog_one2one	87.054	1
ENSGALG00010000048	66.37	ENSSCUG00000012671	ortholog_one2one	87.054	1
ENSGALG00010000048	66.37	ENSSCUG00000012671	ortholog_one2one	87.054	1
ENSGALG00010000052	52.23	ENSSCUG00000012679	ortholog_one2one	60.4307	1
ENSGALG00010000053	75.97	ENSSCUG00000012677	ortholog_one2one	70.1923	0
ENSGALG00010000053	75.97	ENSSCUG00000012677	ortholog_one2one	70.1923	0
ENSGALG00010000054	60.25	ENSSCUG00000012676	ortholog_one2one	89.8477	1
ENSGALG00010000054	60.25	ENSSCUG00000012676	ortholog_one2one	89.8477	1
ENSGALG00010000054	60.25	ENSSCUG00000012676	ortholog_one2one	89.8477	1
ENSGALG00010000054	60.25	ENSSCUG00000012676	ortholog_one2one	89.8477	1
ENSGALG00010000054	60.25	ENSSCUG00000012676	ortholog_one2one	89.8477	1
ENSGALG00010000054	60.25	ENSSCUG00000012676	ortholog_one2one	89.8477	1
ENSGALG00010000055	58.95	ENSSCUG00000012675	ortholog_one2one	83.066	1
ENSGALG00010000055	58.95	ENSSCUG00000012675	ortholog_one2one	83.066	1
ENSGALG00010000055	58.95	ENSSCUG00000012675	ortholog_one2one	83.066	1
ENSGALG00010000056	63.45	ENSSCUG00000012673	ortholog_one2one	93.6054	1
ENSGALG00010000056	63.45	ENSSCUG00000012673	ortholog_one2one	93.6054	1
ENSGALG00010000056	63.45	ENSSCUG00000012673	ortholog_one2one	93.6054	1
ENSGALG00010000059	54.87	ENSSCUG00000010527	ortholog_one2one	79.4811	1
ENSGALG00010000059	54.87	ENSSCUG00000010527	ortholog_one2one	79.4811	1
ENSGALG00010000062	67.01	ENSSCUG00000010531	ortholog_one2one	48.1818	0
ENSGALG00010000071	61.71	ENSSCUG00000017238	ortholog_one2one	25.2708	0
ENSGALG00010000071	61.71	ENSSCUG00000017238	ortholog_one2one	25.2708	0
ENSGALG00010000133	63.02	ENSSCUG00000014513	ortholog_one2one	86.1598	1
ENSGALG00010000141	63.62	ENSSCUG00000007559	ortholog_one2one	42.5868	0
ENSGALG00010000141	63.62	ENSSCUG00000007559	ortholog_one2one	42.5868	0
ENSGALG00010000141	63.62	ENSSCUG00000007559	ortholog_one2one	42.5868	0
ENSGALG00010000141	63.62	ENSSCUG00000007559	ortholog_one2one	42.5868	0
ENSGALG00010000141	63.62	ENSSCUG00000007559	ortholog_one2one	42.5868	0
ENSGALG00010000141	63.62	ENSSCUG00000007559	ortholog_one2one	42.5868	0
ENSGALG00010000142	62.72	ENSSCUG00000006058	ortholog_one2one	45.2273	0
ENSGALG00010000143	61.50	ENSSCUG00000006271	ortholog_one2one	71.258	1
ENSGALG00010000143	61.50	ENSSCUG00000006271	ortholog_one2one	71.258	1
ENSGALG00010000145	61.54	ENSSCUG00000006274	ortholog_one2one	77.2727	1
ENSGALG00010000146	58.17	ENSSCUG00000007548	ortholog_one2one	65.2968	1
ENSGALG00010000151	49.44	ENSSCUG00000009596	ortholog_one2one	93.2171	1
ENSGALG00010000151	49.44	ENSSCUG00000009596	ortholog_one2one	93.2171	1
ENSGALG00010000153	49.30	ENSSCUG00000006939	ortholog_one2one	97.2924	1
ENSGALG00010000171	50.35	ENSSCUG00000006068	ortholog_one2one	21.978	0
ENSGALG00010000171	50.35	ENSSCUG00000006068	ortholog_one2one	21.978	0
ENSGALG00010000186	54.54	ENSSCUG00000014912	ortholog_one2one	92.7039	1
ENSGALG00010000186	54.54	ENSSCUG00000014912	ortholog_one2one	92.7039	1
ENSGALG00010000186	54.54	ENSSCUG00000014912	ortholog_one2one	92.7039	1
ENSGALG00010000191	61.29	ENSSCUG00000014905	ortholog_one2one	53.2812	0
ENSGALG00010000196	54.46	ENSSCUG00000009619	ortholog_one2one	94.0206	0
ENSGALG00010000196	54.46	ENSSCUG00000009619	ortholog_one2one	94.0206	0
ENSGALG00010000200	62.06	ENSSCUG00000018225	ortholog_one2one	89.3519	1
ENSGALG00010000200	62.06	ENSSCUG00000018225	ortholog_one2one	89.3519	1
ENSGALG00010000205	62.95	ENSSCUG00000018223	ortholog_one2one	61.9048	0
ENSGALG00010000205	62.95	ENSSCUG00000018223	ortholog_one2one	61.9048	0
ENSGALG00010000210	56.42	ENSSCUG00000018222	ortholog_one2one	60.0275	1
ENSGALG00010000210	56.42	ENSSCUG00000018222	ortholog_one2one	60.0275	1
ENSGALG00010000215	45.30	ENSSCUG00000018213	ortholog_one2one	97.5643	1
ENSGALG00010000215	45.30	ENSSCUG00000018213	ortholog_one2one	97.5643	1
ENSGALG00010000215	45.30	ENSSCUG00000018213	ortholog_one2one	97.5643	1
ENSGALG00010000221	65.88	ENSSCUG00000018207	ortholog_one2one	95.2703	1
ENSGALG00010000221	65.88	ENSSCUG00000018207	ortholog_one2one	95.2703	1
ENSGALG00010000233	44.39	ENSSCUG00000006899	ortholog_one2one	84.1727	0
ENSGALG00010000233	44.39	ENSSCUG00000006899	ortholog_one2one	84.1727	0
ENSGALG00010000233	44.39	ENSSCUG00000006899	ortholog_one2one	84.1727	0
ENSGALG00010000233	44.39	ENSSCUG00000006899	ortholog_one2one	84.1727	0
ENSGALG00010000247	50.60	ENSSCUG00000006900	ortholog_one2one	78.8756	1
ENSGALG00010000247	50.60	ENSSCUG00000006900	ortholog_one2one	78.8756	1
ENSGALG00010000247	50.60	ENSSCUG00000006900	ortholog_one2one	78.8756	1
ENSGALG00010000247	50.60	ENSSCUG00000006900	ortholog_one2one	78.8756	1
ENSGALG00010000247	50.60	ENSSCUG00000006900	ortholog_one2one	78.8756	1
ENSGALG00010000263	42.76	ENSSCUG00000006907	ortholog_one2one	91.9301	1
ENSGALG00010000263	42.76	ENSSCUG00000006907	ortholog_one2one	91.9301	1
ENSGALG00010000263	42.76	ENSSCUG00000006907	ortholog_one2one	91.9301	1
ENSGALG00010000263	42.76	ENSSCUG00000006907	ortholog_one2one	91.9301	1
ENSGALG00010000263	42.76	ENSSCUG00000006907	ortholog_one2one	91.9301	1
ENSGALG00010000271	49.64	ENSSCUG00000006279	ortholog_one2one	96.2594	1
ENSGALG00010000271	49.64	ENSSCUG00000006279	ortholog_one2one	96.2594	1
ENSGALG00010000281	53.13	ENSSCUG00000018242	ortholog_one2one	91.2313	1
ENSGALG00010000281	53.13	ENSSCUG00000018242	ortholog_one2one	91.2313	1
ENSGALG00010000281	53.13	ENSSCUG00000018242	ortholog_one2one	91.2313	1
ENSGALG00010000287	48.34	ENSSCUG00000018235	ortholog_one2one	62.1176	1
ENSGALG00010000307	56.82	ENSSCUG00000006931	ortholog_one2one	58.371	1
ENSGALG00010000307	56.82	ENSSCUG00000006931	ortholog_one2one	58.371	1
ENSGALG00010000322	45.21	ENSSCUG00000012741	ortholog_one2one	18.8285	0
ENSGALG00010000323	57.58	ENSSCUG00000014884	ortholog_one2one	97.5506	1
ENSGALG00010000323	57.58	ENSSCUG00000014884	ortholog_one2one	97.5506	1
ENSGALG00010000323	57.58	ENSSCUG00000014884	ortholog_one2one	97.5506	1
ENSGALG00010000331	68.07	ENSSCUG00000014874	ortholog_one2one	67.4419	1
ENSGALG00010000341	51.88	ENSSCUG00000014862	ortholog_one2one	95.4751	1
ENSGALG00010000350	55.83	ENSSCUG00000005557	ortholog_one2one	85.1464	0
ENSGALG00010000350	55.83	ENSSCUG00000005557	ortholog_one2one	85.1464	0
ENSGALG00010000350	55.83	ENSSCUG00000005557	ortholog_one2one	85.1464	0
ENSGALG00010000350	55.83	ENSSCUG00000005557	ortholog_one2one	85.1464	0
ENSGALG00010000350	55.83	ENSSCUG00000005557	ortholog_one2one	85.1464	0
ENSGALG00010000350	55.83	ENSSCUG00000005557	ortholog_one2one	85.1464	0
ENSGALG00010000376	46.07	ENSSCUG00000006920	ortholog_one2one	93.1034	1
ENSGALG00010000376	46.07	ENSSCUG00000006920	ortholog_one2one	93.1034	1
ENSGALG00010000377	60.41	ENSSCUG00000000829	ortholog_one2one	89.7727	0
ENSGALG00010000407	64.11	ENSSCUG00000012643	ortholog_one2one	63.3766	1
ENSGALG00010000407	64.11	ENSSCUG00000012643	ortholog_one2one	63.3766	1
ENSGALG00010000412	62.46	ENSSCUG00000012636	ortholog_one2one	94.5813	1
ENSGALG00010000412	62.46	ENSSCUG00000012636	ortholog_one2one	94.5813	1
ENSGALG00010000412	62.46	ENSSCUG00000012636	ortholog_one2one	94.5813	1
ENSGALG00010000423	51.17	ENSSCUG00000006246	ortholog_one2one	50.9728	0
ENSGALG00010000423	51.17	ENSSCUG00000006246	ortholog_one2one	50.9728	0
ENSGALG00010000423	51.17	ENSSCUG00000006246	ortholog_one2one	50.9728	0
ENSGALG00010000423	51.17	ENSSCUG00000006246	ortholog_one2one	50.9728	0
ENSGALG00010000431	50.69	ENSSCUG00000006254	ortholog_one2one	95.5446	1
ENSGALG00010000431	50.69	ENSSCUG00000006254	ortholog_one2one	95.5446	1
ENSGALG00010000431	50.69	ENSSCUG00000006254	ortholog_one2one	95.5446	1
ENSGALG00010000431	50.69	ENSSCUG00000006254	ortholog_one2one	95.5446	1
ENSGALG00010000431	50.69	ENSSCUG00000006254	ortholog_one2one	95.5446	1
ENSGALG00010000431	50.69	ENSSCUG00000006254	ortholog_one2one	95.5446	1
ENSGALG00010000431	50.69	ENSSCUG00000006254	ortholog_one2one	95.5446	1
ENSGALG00010000431	50.69	ENSSCUG00000006254	ortholog_one2one	95.5446	1
ENSGALG00010000433	61.96	ENSSCUG00000006261	ortholog_one2one	62.0192	1
ENSGALG00010000435	58.04	ENSSCUG00000006262	ortholog_one2one	53.8259	1
ENSGALG00010000441	63.02	ENSSCUG00000006266	ortholog_one2one	77.1768	1
ENSGALG00010000441	63.02	ENSSCUG00000006266	ortholog_one2one	77.1768	1
ENSGALG00010000443	54.29	ENSSCUG00000009599	ortholog_one2one	75.6144	1
ENSGALG00010000444	50.03	ENSSCUG00000009591	ortholog_one2one	85.197	1
ENSGALG00010000444	50.03	ENSSCUG00000009591	ortholog_one2one	85.197	1
ENSGALG00010000445	59.80	ENSSCUG00000009589	ortholog_one2one	71.6049	0
