Q_Gene_ID	GC_content	T_Gene_ID	Orthology	Per_identity	Orthology_confidence
ENSGALG00010000039	45.39	ENSAPLG00000010321	ortholog_one2one	95.2569	1
ENSGALG00010000039	45.39	ENSAPLG00000010321	ortholog_one2one	95.2569	1
ENSGALG00010000039	45.39	ENSAPLG00000010321	ortholog_one2one	95.2569	1
ENSGALG00010000042	63.57	ENSAPLG00000010625	ortholog_one2one	87.935	1
ENSGALG00010000043	47.88	ENSAPLG00000010796	ortholog_one2one	90.6336	1
ENSGALG00010000043	47.88	ENSAPLG00000010796	ortholog_one2one	90.6336	1
ENSGALG00010000043	47.88	ENSAPLG00000010796	ortholog_one2one	90.6336	1
ENSGALG00010000043	47.88	ENSAPLG00000010796	ortholog_one2one	90.6336	1
ENSGALG00010000043	47.88	ENSAPLG00000010796	ortholog_one2one	90.6336	1
ENSGALG00010000043	47.88	ENSAPLG00000010796	ortholog_one2one	90.6336	1
ENSGALG00010000043	47.88	ENSAPLG00000010796	ortholog_one2one	90.6336	1
ENSGALG00010000043	47.88	ENSAPLG00000010796	ortholog_one2one	90.6336	1
ENSGALG00010000044	46.93	ENSAPLG00000027744	ortholog_one2one	55.9975	1
ENSGALG00010000044	46.93	ENSAPLG00000027744	ortholog_one2one	55.9975	1
ENSGALG00010000044	46.93	ENSAPLG00000027744	ortholog_one2one	55.9975	1
ENSGALG00010000044	46.93	ENSAPLG00000027744	ortholog_one2one	55.9975	1
ENSGALG00010000044	46.93	ENSAPLG00000027744	ortholog_one2one	55.9975	1
ENSGALG00010000044	46.93	ENSAPLG00000027744	ortholog_one2one	55.9975	1
ENSGALG00010000045	42.95	ENSAPLG00000010574	ortholog_one2one	67.5635	1
ENSGALG00010000046	41.31	ENSAPLG00000010724	ortholog_one2one	87.5346	1
ENSGALG00010000046	41.31	ENSAPLG00000010724	ortholog_one2one	87.5346	1
ENSGALG00010000046	41.31	ENSAPLG00000010724	ortholog_one2one	87.5346	1
ENSGALG00010000046	41.31	ENSAPLG00000010724	ortholog_one2one	87.5346	1
ENSGALG00010000047	41.26	ENSAPLG00000011175	ortholog_one2one	95.778	1
ENSGALG00010000047	41.26	ENSAPLG00000011175	ortholog_one2one	95.778	1
ENSGALG00010000047	41.26	ENSAPLG00000011175	ortholog_one2one	95.778	1
ENSGALG00010000047	41.26	ENSAPLG00000011175	ortholog_one2one	95.778	1
ENSGALG00010000048	66.37	ENSAPLG00000005234	ortholog_one2one	78.2215	1
ENSGALG00010000048	66.37	ENSAPLG00000005234	ortholog_one2one	78.2215	1
ENSGALG00010000048	66.37	ENSAPLG00000005234	ortholog_one2one	78.2215	1
ENSGALG00010000048	66.37	ENSAPLG00000005234	ortholog_one2one	78.2215	1
ENSGALG00010000049	65.22	ENSAPLG00000005644	ortholog_one2one	84.1463	1
ENSGALG00010000050	63.66	ENSAPLG00000010975	ortholog_one2one	83.7079	1
ENSGALG00010000050	63.66	ENSAPLG00000010975	ortholog_one2one	83.7079	1
ENSGALG00010000050	63.66	ENSAPLG00000010975	ortholog_one2one	83.7079	1
ENSGALG00010000052	52.23	ENSAPLG00000003844	ortholog_one2one	65.3701	1
ENSGALG00010000054	60.25	ENSAPLG00000003869	ortholog_one2one	47.3638	0
ENSGALG00010000054	60.25	ENSAPLG00000003869	ortholog_one2one	47.3638	0
ENSGALG00010000054	60.25	ENSAPLG00000003869	ortholog_one2one	47.3638	0
