Q_Gene_ID	GC_content	T_Gene_ID	Orthology	Per_identity	Orthology_confidence
ENSGALG00010000039	45.39	ENSABRG00000004402	ortholog_one2one	95.8416	1
ENSGALG00010000039	45.39	ENSABRG00000004402	ortholog_one2one	95.8416	1
ENSGALG00010000039	45.39	ENSABRG00000004402	ortholog_one2one	95.8416	1
ENSGALG00010000042	63.57	ENSABRG00000004356	ortholog_one2one	97.8417	1
ENSGALG00010000043	47.88	ENSABRG00000004270	ortholog_one2one	85.4138	1
ENSGALG00010000043	47.88	ENSABRG00000004270	ortholog_one2one	85.4138	1
ENSGALG00010000043	47.88	ENSABRG00000004270	ortholog_one2one	85.4138	1
ENSGALG00010000043	47.88	ENSABRG00000004270	ortholog_one2one	85.4138	1
ENSGALG00010000043	47.88	ENSABRG00000004270	ortholog_one2one	85.4138	1
ENSGALG00010000043	47.88	ENSABRG00000004270	ortholog_one2one	85.4138	1
ENSGALG00010000043	47.88	ENSABRG00000004270	ortholog_one2one	85.4138	1
ENSGALG00010000043	47.88	ENSABRG00000004270	ortholog_one2one	85.4138	1
ENSGALG00010000044	46.93	ENSABRG00000004231	ortholog_one2one	81.0936	1
ENSGALG00010000044	46.93	ENSABRG00000004231	ortholog_one2one	81.0936	1
ENSGALG00010000044	46.93	ENSABRG00000004231	ortholog_one2one	81.0936	1
ENSGALG00010000044	46.93	ENSABRG00000004231	ortholog_one2one	81.0936	1
ENSGALG00010000044	46.93	ENSABRG00000004231	ortholog_one2one	81.0936	1
ENSGALG00010000044	46.93	ENSABRG00000004231	ortholog_one2one	81.0936	1
ENSGALG00010000045	42.95	ENSABRG00000004209	ortholog_one2one	70.5214	1
ENSGALG00010000046	41.31	ENSABRG00000004187	ortholog_one2one	90.4422	1
ENSGALG00010000046	41.31	ENSABRG00000004187	ortholog_one2one	90.4422	1
ENSGALG00010000046	41.31	ENSABRG00000004187	ortholog_one2one	90.4422	1
ENSGALG00010000046	41.31	ENSABRG00000004187	ortholog_one2one	90.4422	1
ENSGALG00010000047	41.26	ENSABRG00000004074	ortholog_one2one	96.1399	1
ENSGALG00010000047	41.26	ENSABRG00000004074	ortholog_one2one	96.1399	1
ENSGALG00010000047	41.26	ENSABRG00000004074	ortholog_one2one	96.1399	1
ENSGALG00010000047	41.26	ENSABRG00000004074	ortholog_one2one	96.1399	1
ENSGALG00010000048	66.37	ENSABRG00000004608	ortholog_one2one	93.0213	1
ENSGALG00010000048	66.37	ENSABRG00000004608	ortholog_one2one	93.0213	1
ENSGALG00010000048	66.37	ENSABRG00000004608	ortholog_one2one	93.0213	1
ENSGALG00010000048	66.37	ENSABRG00000004608	ortholog_one2one	93.0213	1
ENSGALG00010000049	65.22	ENSABRG00000004539	ortholog_one2one	82.2598	1
ENSGALG00010000050	63.66	ENSABRG00000005836	ortholog_one2one	90.6977	0
ENSGALG00010000050	63.66	ENSABRG00000005836	ortholog_one2one	90.6977	0
ENSGALG00010000050	63.66	ENSABRG00000005836	ortholog_one2one	90.6977	0
ENSGALG00010000051	74.15	ENSABRG00000005831	ortholog_one2one	67.2	0
ENSGALG00010000052	52.23	ENSABRG00000005796	ortholog_one2one	73.9943	1
ENSGALG00010000054	60.25	ENSABRG00000004867	ortholog_one2one	92.7242	1
