""	"Group"	"Codon_freq"	"Foreground_Species"	"Background_Species"	"ω_value_M0"	"lnL_M0"	"np_M0"	"ω_value_branch_neutral_foreground"	"ω_value_branch_neutral_background"	"lnL_bneutral"	"np_bneutral"	"ω_value_branchfree_foreground"	"ω_value_branchfree_background"	"lnL_bfree"	"np_bfree"	"pvalm0_bfree"	"pavalbne_bfree"	"adjusted_pvalm0_bfree"	"adjusted_pavalbne_bfree"
"111"	"Birds1"	"F1x4"	"Anas_platyrhynchos"	"Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata"	0.33527	-3724.271152	39	1	0.32918	-3723.482597	39	0.80618	0.32909	-3723.437775	40	0.196693874066557	0.764630224603174	0.529291730408256	1
"112"	"Birds1"	"F3x4"	"Anas_platyrhynchos"	"Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata"	0.34869	-3723.917604	39	1	0.34243	-3723.145387	39	0.82689	0.34236	-3723.110386	40	0.203869356600699	0.791333868126619	0.529291730408256	1
"113"	"Birds1"	"F1x4"	"Anseranas_semipalmata"	"Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata"	0.33527	-3724.271152	39	1	0.33404	-3727.165778	39	0.27258	0.33869	-3724.184233	40	0.67672314010008	0.014608416602264	1	0.03652104150566
"114"	"Birds1"	"F3x4"	"Anseranas_semipalmata"	"Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata"	0.34869	-3723.917604	39	1	0.34833	-3726.843023	39	0.27823	0.35259	-3723.811516	40	0.645067197497991	0.013804189533968	1	0.03652104150566
"115"	"Birds1"	"F1x4"	"Anser_brachyrhynchus"	"Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata"	0.33527	-3724.271152	39	1	0.33693	-3724.920716	39	1e-04	0.33676	-3723.649007	40	0.264645865204128	0.110754795810078	0.529291730408256	0.206758673810369
"116"	"Birds1"	"F3x4"	"Anser_brachyrhynchus"	"Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata"	0.34869	-3723.917604	39	1	0.3504	-3724.541617	39	1e-04	0.35025	-3723.290724	40	0.262835550903306	0.113717270595703	0.529291730408256	0.206758673810369
"117"	"Birds1"	"F1x4"	"Anser_cygnoides"	"Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata"	0.33527	-3724.271152	39	1	0.33527	-3724.271154	39	0.54307	0.33527	-3724.271153	40	1	0.998871621274596	1	1
"118"	"Birds1"	"F3x4"	"Anser_cygnoides"	"Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata"	0.34869	-3723.917604	39	1	0.34869	-3723.917609	39	1e-04	0.34869	-3723.917596	40	0.996808470180857	0.99593158863643	1	1
"119"	"Birds1"	"F1x4"	"Anser_indicus"	"Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata"	0.33527	-3724.271152	39	1	0.33527	-3724.271154	39	0.48231	0.33527	-3724.271152	40	1	0.998404231853545	1	1
"120"	"Birds1"	"F3x4"	"Anser_indicus"	"Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata"	0.34869	-3723.917604	39	1	0.34869	-3723.917609	39	1e-04	0.34869	-3723.917596	40	0.996808470180857	0.99593158863643	1	1
