""	"Group"	"Codon_freq"	"Foreground_Species"	"Background_Species"	"ω_value_M0"	"lnL_M0"	"np_M0"	"ω_value_branch_neutral_foreground"	"ω_value_branch_neutral_background"	"lnL_bneutral"	"np_bneutral"	"ω_value_branchfree_foreground"	"ω_value_branchfree_background"	"lnL_bfree"	"np_bfree"	"pvalm0_bfree"	"pavalbne_bfree"	"adjusted_pvalm0_bfree"	"adjusted_pavalbne_bfree"
"1"	"Afrotheria"	"F1x4"	"Chrysochloris_asiatica"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.34063	-4045.391148	19	1	0.33089	-4053.423626	19	0.36469	0.33686	-4045.34553	20	0.762611679182204	5.83275785057242e-05	0.897190210802593	0.000194425261685747
"2"	"Afrotheria"	"F3x4"	"Chrysochloris_asiatica"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.23351	-3965.200906	19	1	0.21892	-3975.635541	19	0.28983	0.22547	-3964.77491	20	0.355989420796976	3.15277485542325e-06	0.795528991168344	1.57638742771162e-05
"3"	"Afrotheria"	"F1x4"	"Dugong_dugon"	"Heterohyrax_brucei,Procavia_capensis,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.34063	-4045.391148	19	1	0.34167	-4046.785631	19	0.19945	0.34252	-4045.208462	20	0.545537795755729	0.075725400253344	0.839288916547275	0.100967200337792
"4"	"Afrotheria"	"F3x4"	"Dugong_dugon"	"Heterohyrax_brucei,Procavia_capensis,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.23351	-3965.200906	19	1	0.23399	-3967.322085	19	0.15306	0.23462	-3965.083713	20	0.628290575099004	0.034359119618511	0.881569684374337	0.057265199364185
"5"	"Afrotheria"	"F1x4"	"Echinops_telfairi"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Elephantulus_edwardii,Orycteropus_afer"	0.34063	-4045.391148	19	1	0.3475	-4062.058699	19	0.29674	0.35148	-4045.108659	20	0.452261455270826	5.80163143329849e-09	0.822293555037865	3.86775428886566e-08
"6"	"Afrotheria"	"F3x4"	"Echinops_telfairi"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Elephantulus_edwardii,Orycteropus_afer"	0.23351	-3965.200906	19	1	0.24973	-3998.936042	19	0.16263	0.25331	-3963.387616	20	0.056863554451394	3.40112312240577e-17	0.43608615778314	6.80224624481154e-16
"7"	"Afrotheria"	"F1x4"	"Elephantulus_edwardii"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Orycteropus_afer"	0.34063	-4045.391148	19	1	0.32208	-4055.329278	19	0.40372	0.32551	-4044.88895	20	0.316249137451899	4.88806031674079e-06	0.795528991168344	1.95522412669632e-05
"8"	"Afrotheria"	"F3x4"	"Elephantulus_edwardii"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Orycteropus_afer"	0.23351	-3965.200906	19	1	0.23076	-3989.785947	19	0.23112	0.23411	-3965.199274	20	0.954440501832802	2.34312996397667e-12	1	2.34312996397667e-11
"9"	"Afrotheria"	"F1x4"	"Elephas_maximus"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.34063	-4045.391148	19	1	0.34186	-4046.34407	19	0.15769	0.34203	-4045.189186	20	0.525069666288545	0.128563237501866	0.839288916547275	0.151250867649254
"10"	"Afrotheria"	"F3x4"	"Elephas_maximus"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.23351	-3965.200906	19	1	0.23394	-3966.344159	19	0.13924	0.23417	-3965.113698	20	0.676216623344649	0.116710256883194	0.881569684374337	0.145887821103993
"11"	"Afrotheria"	"F1x4"	"Heterohyrax_brucei"	"Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.34063	-4045.391148	19	1	0.34276	-4047.16956	19	0.16493	0.34319	-4045.033611	20	0.397764495584172	0.038747627353073	0.795528991168344	0.0596083583001757
"12"	"Afrotheria"	"F3x4"	"Heterohyrax_brucei"	"Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.23351	-3965.200906	19	1	0.23526	-3968.163246	19	0.1038	0.23566	-3964.72227	20	0.327875153774491	0.00870704198414	0.795528991168344	0.0164184186506109
"13"	"Afrotheria"	"F1x4"	"Loxodonta_africana"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.34063	-4045.391148	19	1	0.34323	-4047.03149	19	1e-04	0.34409	-4043.623061	20	0.060043813064577	0.009030130257836	0.43608615778314	0.0164184186506109
"14"	"Afrotheria"	"F3x4"	"Loxodonta_africana"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.23351	-3965.200906	19	1	0.23535	-3967.611906	19	1e-04	0.23596	-3963.50364	20	0.065412923667471	0.004151045497306	0.43608615778314	0.00922454554956889
"15"	"Afrotheria"	"F1x4"	"Orycteropus_afer"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii"	0.34063	-4045.391148	19	1	0.34397	-4052.843442	19	0.25465	0.34845	-4044.993294	20	0.372379713021451	7.42125556024945e-05	0.795528991168344	0.000210634361248152
"16"	"Afrotheria"	"F3x4"	"Orycteropus_afer"	"Heterohyrax_brucei,Procavia_capensis,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii"	0.23351	-3965.200906	19	1	0.22855	-3972.931087	19	0.23343	0.23352	-3965.200906	20	1	8.42537444992607e-05	1	0.000210634361248152
"17"	"Afrotheria"	"F1x4"	"Procavia_capensis"	"Heterohyrax_brucei,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.34063	-4045.391148	19	1	0.34119	-4046.266574	19	1e-04	0.34323	-4044.193429	20	0.121689662311595	0.041725850810123	0.608448311557975	0.0596083583001757
"18"	"Afrotheria"	"F3x4"	"Procavia_capensis"	"Heterohyrax_brucei,Dugong_dugon,Trichechus_manatus,Loxodonta_africana,Elephas_maximus,Chrysochloris_asiatica,Echinops_telfairi,Elephantulus_edwardii,Orycteropus_afer"	0.23351	-3965.200906	19	1	0.23262	-3965.463645	19	1e-04	0.2352	-3964.503038	20	0.237438809867975	0.165722891488786	0.795528991168344	0.184136546098651
