""	"Group"	"Codon_freq"	"Foreground_Species"	"Background_Species"	"ω_value_M0"	"lnL_M0"	"np_M0"	"ω_value_branch_neutral_foreground"	"ω_value_branch_neutral_background"	"lnL_bneutral"	"np_bneutral"	"ω_value_branchfree_foreground"	"ω_value_branchfree_background"	"lnL_bfree"	"np_bfree"	"pvalm0_bfree"	"pavalbne_bfree"	"adjusted_pvalm0_bfree"	"adjusted_pavalbne_bfree"
"637"	"Testudines"	"F1x4"	"Caretta_caretta"	"Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Chrysemys_picta,Terrapene_carolina,Mauremys_mutica,Mauremys_reevesii,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Chelonia_mydas,Dermochelys_coriacea"	0.40182	-2370.304223	23	1	0.40672	-2371.361146	23	0.23323	0.40651	-2370.123367	24	0.547556968533531	0.115628400780967	0.730075958044708	0.20684973002092
"638"	"Testudines"	"F3x4"	"Caretta_caretta"	"Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Chrysemys_picta,Terrapene_carolina,Mauremys_mutica,Mauremys_reevesii,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Chelonia_mydas,Dermochelys_coriacea"	0.42576	-2377.027891	23	1	0.43077	-2377.993628	23	0.24536	0.43078	-2376.84307	24	0.543199473487553	0.129281081263075	0.730075958044708	0.20684973002092
"639"	"Testudines"	"F1x4"	"Chelonia_mydas"	"Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Chrysemys_picta,Terrapene_carolina,Mauremys_mutica,Mauremys_reevesii,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Caretta_caretta,Dermochelys_coriacea"	0.40182	-2370.304223	23	1	0.40703	-2371.408066	23	0.22534	0.40688	-2370.098802	24	0.52154244853873	0.10562238129341	0.730075958044708	0.20684973002092
"640"	"Testudines"	"F3x4"	"Chelonia_mydas"	"Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Chrysemys_picta,Terrapene_carolina,Mauremys_mutica,Mauremys_reevesii,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Caretta_caretta,Dermochelys_coriacea"	0.42576	-2377.027891	23	1	0.43092	-2378.02815	23	0.23936	0.43112	-2376.824641	24	0.523751334165873	0.120792267987812	0.730075958044708	0.20684973002092
"641"	"Testudines"	"F1x4"	"Chelonoidis_abingdonii"	"Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Chrysemys_picta,Terrapene_carolina,Mauremys_mutica,Mauremys_reevesii,Gopherus_flavomarginatus,Caretta_caretta,Chelonia_mydas,Dermochelys_coriacea"	0.40182	-2370.304223	23	1	0.38413	-2368.916818	23	1.36244	0.38425	-2368.838	24	0.086815868500596	0.691342385809356	0.50463220855682	0.829610862971227
"642"	"Testudines"	"F3x4"	"Chelonoidis_abingdonii"	"Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Chrysemys_picta,Terrapene_carolina,Mauremys_mutica,Mauremys_reevesii,Gopherus_flavomarginatus,Caretta_caretta,Chelonia_mydas,Dermochelys_coriacea"	0.42576	-2377.027891	23	1	0.40713	-2375.6808	23	1.43856	0.4072	-2375.570689	24	0.087791842145302	0.638870817562062	0.50463220855682	0.806994716920499
"643"	"Testudines"	"F1x4"	"Chrysemys_picta"	"Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Terrapene_carolina,Mauremys_mutica,Mauremys_reevesii,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Caretta_caretta,Chelonia_mydas,Dermochelys_coriacea"	0.40182	-2370.304223	23	1	0.40576	-2370.884528	23	1e-04	0.40548	-2369.542972	24	0.217241258365364	0.101417363867925	0.521379020076874	0.20684973002092
"644"	"Testudines"	"F3x4"	"Chrysemys_picta"	"Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Terrapene_carolina,Mauremys_mutica,Mauremys_reevesii,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Caretta_caretta,Chelonia_mydas,Dermochelys_coriacea"	0.42576	-2377.027891	23	1	0.42986	-2377.567322	23	1e-04	0.42965	-2376.262575	24	0.216017617591609	0.106225651647861	0.521379020076874	0.20684973002092
"645"	"Testudines"	"F1x4"	"Dermochelys_coriacea"	"Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Chrysemys_picta,Terrapene_carolina,Mauremys_mutica,Mauremys_reevesii,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Caretta_caretta,Chelonia_mydas"	0.40182	-2370.304223	23	1	0.31348	-2368.762375	23	0.63628	0.31073	-2366.919022	24	0.009268195611168	0.054847834809539	0.127024747097544	0.20684973002092
"646"	"Testudines"	"F3x4"	"Dermochelys_coriacea"	"Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Chrysemys_picta,Terrapene_carolina,Mauremys_mutica,Mauremys_reevesii,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Caretta_caretta,Chelonia_mydas"	0.42576	-2377.027891	23	1	0.3328	-2375.261494	23	0.66832	0.33091	-2373.761078	24	0.010585395591462	0.083221769174891	0.127024747097544	0.20684973002092
