""	"Group"	"Codon_freq"	"Foreground_Species"	"Background_Species"	"ω_value_M0"	"lnL_M0"	"np_M0"	"ω_value_branch_neutral_foreground"	"ω_value_branch_neutral_background"	"lnL_bneutral"	"np_bneutral"	"ω_value_branchfree_foreground"	"ω_value_branchfree_background"	"lnL_bfree"	"np_bfree"	"pvalm0_bfree"	"pavalbne_bfree"	"adjusted_pvalm0_bfree"	"adjusted_pavalbne_bfree"
"185"	"Birds3"	"F1x4"	"Aptenodytes_forsteri"	"Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Balearica_regulorum,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin"	0.35848	-4606.311338	37	1	0.36303	-4609.455809	37	0.14493	0.36379	-4605.493756	38	0.200990280008711	0.004878044215282	0.627315638115363	0.0102980933433731
"186"	"Birds3"	"F3x4"	"Aptenodytes_forsteri"	"Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Balearica_regulorum,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin"	0.36649	-4601.733902	37	1	0.37135	-4604.933576	37	0.14262	0.37225	-4600.826009	38	0.177815700582807	0.004154244731104	0.627315638115363	0.00928595881070306
"187"	"Birds3"	"F1x4"	"Balearica_regulorum"	"Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Aptenodytes_forsteri,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin"	0.35848	-4606.311338	37	1	0.35993	-4609.119659	37	0.31301	0.36001	-4606.270248	38	0.774364594897916	0.016976303092046	0.86546631194473	0.0322549758748874
"188"	"Birds3"	"F3x4"	"Balearica_regulorum"	"Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Aptenodytes_forsteri,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin"	0.36649	-4601.733902	37	1	0.36843	-4604.71184	37	0.30557	0.36862	-4601.658329	38	0.69744259653727	0.013464581273507	0.854929634465041	0.026929162547014
"189"	"Birds3"	"F1x4"	"Calidris_pugnax"	"Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Aptenodytes_forsteri,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Balearica_regulorum,Grus_americana,Rissa_tridactyla,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin"	0.35848	-4606.311338	37	1	0.35214	-4608.606047	37	0.46521	0.35187	-4605.962697	38	0.403698491501147	0.021488903080936	0.706909652746438	0.0369981542532324
"190"	"Birds3"	"F3x4"	"Calidris_pugnax"	"Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Aptenodytes_forsteri,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Balearica_regulorum,Grus_americana,Rissa_tridactyla,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin"	0.36649	-4601.733902	37	1	0.3592	-4603.618573	37	0.48785	0.35917	-4601.321524	38	0.36379328271526	0.032082220102256	0.706909652746438	0.0451527542179899
"191"	"Birds3"	"F1x4"	"Charadrius_vociferus"	"Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Aptenodytes_forsteri,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Balearica_regulorum,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin"	0.35848	-4606.311338	37	1	0.35469	-4608.634446	37	0.43417	0.3547	-4606.166691	38	0.590673307215528	0.026310297513968	0.799224602711008	0.0403629714654718
"192"	"Birds3"	"F3x4"	"Charadrius_vociferus"	"Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Aptenodytes_forsteri,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Balearica_regulorum,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin"	0.36649	-4601.733902	37	1	0.36193	-4603.689066	37	0.45719	0.3621	-4601.544781	38	0.538545593034862	0.038369424275624	0.799224602711008	0.0502598319153017
"193"	"Birds3"	"F1x4"	"Egretta_garzetta"	"Nipponia_nippon,Pelecanus_crispus,Pygoscelis_adeliae,Aptenodytes_forsteri,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Balearica_regulorum,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin"	0.35848	-4606.311338	37	1	0.36734	-4613.188478	37	0.22576	0.367	-4605.541305	38	0.214607981460519	9.19914408987987e-05	0.627315638115363	0.0009559980102576
"194"	"Birds3"	"F3x4"	"Egretta_garzetta"	"Nipponia_nippon,Pelecanus_crispus,Pygoscelis_adeliae,Aptenodytes_forsteri,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Balearica_regulorum,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin"	0.36649	-4601.733902	37	1	0.37543	-4608.513492	37	0.22764	0.37553	-4600.913324	38	0.200166934103703	9.66862157881984e-05	0.627315638115363	0.0009559980102576
