""	"Group"	"Codon_freq"	"Foreground_Species"	"Background_Species"	"ω_value_M0"	"lnL_M0"	"np_M0"	"ω_value_branch_neutral_foreground"	"ω_value_branch_neutral_background"	"lnL_bneutral"	"np_bneutral"	"ω_value_branchfree_foreground"	"ω_value_branchfree_background"	"lnL_bfree"	"np_bfree"	"pvalm0_bfree"	"pavalbne_bfree"	"adjusted_pvalm0_bfree"	"adjusted_pavalbne_bfree"
"21"	"Amphibia"	"F1x4"	"Bombina_bombina"	"Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Xenopus_laevis,Xenopus_tropicalis"	0.22133	-6270.234206	15	1	0.20238	-6281.263053	15	0.24064	0.21927	-6270.172826	16	0.726060113533107	2.4818766414184e-06	0.889467669529226	9.9275065656736e-06
"22"	"Amphibia"	"F3x4"	"Bombina_bombina"	"Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Xenopus_laevis,Xenopus_tropicalis"	0.22312	-6249.142894	15	1	0.20746	-6259.385906	15	0.24128	0.22141	-6249.095373	16	0.757862568117025	5.7158640798926e-06	0.889467669529226	1.66785989979233e-05
"23"	"Amphibia"	"F1x4"	"Bufo_gargarizans"	"Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Hyla_sarda,Xenopus_laevis,Xenopus_tropicalis,Bombina_bombina"	0.22133	-6270.234206	15	1	0.20482	-6280.416563	15	0.21019	0.22259	-6270.212212	16	0.833875940183649	6.25447462422125e-06	0.889467669529226	1.66785989979233e-05
"24"	"Amphibia"	"F3x4"	"Bufo_gargarizans"	"Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Hyla_sarda,Xenopus_laevis,Xenopus_tropicalis,Bombina_bombina"	0.22312	-6249.142894	15	1	0.20659	-6260.812317	15	0.19846	0.22615	-6249.029411	16	0.633782676671075	1.20713343103693e-06	0.889467669529226	6.43804496553029e-06
"25"	"Amphibia"	"F1x4"	"Geotrypetes_seraphini"	"Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Xenopus_laevis,Xenopus_tropicalis,Bombina_bombina"	0.22133	-6270.234206	15	1	0.2059	-6273.069038	15	0.29752	0.21574	-6269.752861	16	0.326510063526748	0.010014283657343	0.746308716632567	0.0133523782097907
"26"	"Amphibia"	"F3x4"	"Geotrypetes_seraphini"	"Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Xenopus_laevis,Xenopus_tropicalis,Bombina_bombina"	0.22312	-6249.142894	15	1	0.20744	-6252.699841	15	0.27822	0.21863	-6248.878008	16	0.46670273117982	0.005697201255655	0.889467669529226	0.00828683819004364
"27"	"Amphibia"	"F1x4"	"Hyla_sarda"	"Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Xenopus_laevis,Xenopus_tropicalis,Bombina_bombina"	0.22133	-6270.234206	15	1	0.20712	-6274.983621	15	0.20169	0.22302	-6270.19689	16	0.784708258397161	0.001974101618037	0.889467669529226	0.00350951398762133
"28"	"Amphibia"	"F3x4"	"Hyla_sarda"	"Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Xenopus_laevis,Xenopus_tropicalis,Bombina_bombina"	0.22312	-6249.142894	15	1	0.20772	-6253.085507	15	0.21401	0.22391	-6249.136213	16	0.907974225211502	0.004947340211169	0.907974225211502	0.0079157443378704
"29"	"Amphibia"	"F1x4"	"Rhinatrema_bivittatum"	"Geotrypetes_seraphini,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Xenopus_laevis,Xenopus_tropicalis,Bombina_bombina"	0.22133	-6270.234206	15	1	0.2066	-6275.129094	15	0.20172	0.22304	-6270.195856	16	0.781820304751941	0.001683175897695	0.889467669529226	0.00350951398762133
"30"	"Amphibia"	"F3x4"	"Rhinatrema_bivittatum"	"Geotrypetes_seraphini,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Xenopus_laevis,Xenopus_tropicalis,Bombina_bombina"	0.22312	-6249.142894	15	1	0.20739	-6253.924766	15	0.20579	0.22473	-6249.11438	16	0.811256513733141	0.001923888440251	0.889467669529226	0.00350951398762133
