NC_051791.1	4189445	4189412	NC_051791.1:ITGAE:1159-1193(+)
NC_051791.1	4186106	4185992	NC_051791.1:ITGAE:4498-4613(+)
NC_051791.1	4184644	4184547	NC_051791.1:ITGAE:5960-6058(+)
NC_051791.1	4184159	4184089	NC_051791.1:ITGAE:6445-6516(+)
NC_051791.1	4183563	4183446	NC_051791.1:ITGAE:7041-7159(+)
NC_051791.1	4182859	4182719	NC_051791.1:ITGAE:7745-7886(+)
NC_051791.1	4182377	4182256	NC_051791.1:ITGAE:8227-8349(+)
NC_051791.1	4179028	4178935	NC_051791.1:ITGAE:8227-8349(+)
NC_051791.1	4181613	4181462	NC_051791.1:ITGAE:8991-9143(+)
NC_051791.1	4180797	4180647	NC_051791.1:ITGAE:9807-9958(+)
NC_051791.1	4180183	4180048	NC_051791.1:ITGAE:10421-10557(+)
NC_051791.1	4179414	4179301	NC_051791.1:ITGAE:11190-11304(+)
NC_051791.1	4179031	4178910	NC_051791.1:ITGAE:11573-11695(+)
NC_051791.1	4176194	4176259	NC_051791.1:ITGAE:11573-11695(+)
NC_051791.1	4182375	4182281	NC_051791.1:ITGAE:11573-11695(+)
NC_051791.1	4178173	4178022	NC_051791.1:ITGAE:12431-12583(+)
NC_051791.1	4177675	4177522	NC_051791.1:ITGAE:12929-13083(+)
NC_051791.1	4176934	4176784	NC_051791.1:ITGAE:13670-13821(+)
NC_051791.1	4176700	4176633	NC_051791.1:ITGAE:13904-13972(+)
NC_051791.1	4175861	4175726	NC_051791.1:ITGAE:14743-14879(+)
NC_051791.1	4174869	4174739	NC_051791.1:ITGAE:15735-15866(+)
NC_051791.1	4173947	4173807	NC_051791.1:ITGAE:16657-16798(+)
NC_051791.1	4172866	4172645	NC_051791.1:ITGAE:17738-17960(+)
NC_051791.1	4172234	4172104	NC_051791.1:ITGAE:18370-18501(+)
NC_051791.1	4171360	4171224	NC_051791.1:ITGAE:19244-19381(+)
NC_051791.1	4170867	4170719	NC_051791.1:ITGAE:19737-19886(+)
NC_051791.1	4170158	4170030	NC_051791.1:ITGAE:20446-20575(+)
NC_051791.1	4168731	4168664	NC_051791.1:ITGAE:21873-21941(+)
NC_051791.1	4168250	4168115	NC_051791.1:ITGAE:22354-22490(+)
NC_051791.1	4167827	4167726	NC_051791.1:ITGAE:22777-22879(+)
NC_051791.1	4167422	4167346	NC_051791.1:ITGAE:23182-23259(+)
NC_051791.1	4166436	4166359	NC_051791.1:ITGAE:24168-24246(+)
NC_051791.1	4165903	4165837	NC_051791.1:ITGAE:24701-24768(+)
NC_051791.1	4165752	4165645	NC_051791.1:ITGAE:24852-24960(+)
NC_051791.1	4161575	4161492	NC_051791.1:ITGAE:29029-29113(+)
NC_051791.1	4161389	4161288	NC_051791.1:ITGAE:29215-29317(+)
NC_051791.1	4160820	4160725	NC_051791.1:ITGAE:29784-29880(+)
NC_051791.1	4160083	4159973	NC_051791.1:ITGAE:30521-30632(+)
NC_051791.1	4159511	4159431	NC_051791.1:ITGAE:31093-31174(+)
NC_051791.1	4203599	4203358	NC_051791.1:LOC101798148:2091-2333(+)
NC_051791.1	4202691	4202558	NC_051791.1:LOC101798148:2999-3133(+)
NC_051791.1	4202230	4202078	NC_051791.1:LOC101798148:3460-3613(+)
NC_051791.1	4201359	4201219	NC_051791.1:LOC101798148:4331-4472(+)
NC_051791.1	4200718	4200420	NC_051791.1:LOC101798148:4972-5271(+)
NC_051791.1	4199975	4199799	NC_051791.1:LOC101798148:5715-5892(+)
NC_051791.1	4199337	4199179	NC_051791.1:LOC101798148:6353-6512(+)
NC_051791.1	4199050	4198955	NC_051791.1:LOC101798148:6640-6736(+)
NC_051791.1	4198423	4198353	NC_051791.1:LOC101798148:7267-7338(+)
NC_051791.1	4197644	4197479	NC_051791.1:LOC101798148:8046-8212(+)
NC_051791.1	4196726	4196660	NC_051791.1:LOC101798148:8964-9031(+)
NC_051791.1	4196563	4196256	NC_051791.1:LOC101798148:9127-9435(+)
NC_051791.1	4195851	4195733	NC_051791.1:LOC101798148:9839-9958(+)
NC_051791.1	4194988	4194894	NC_051791.1:LOC101798148:10702-10797(+)
NC_051791.1	4194316	4194186	NC_051791.1:LOC101798148:11374-11505(+)
NC_051791.1	4150287	4150151	NC_051791.1:P2RX5:194-331(+)
NC_051791.1	4147875	4147725	NC_051791.1:P2RX5:2606-2757(+)
NC_051791.1	4146645	4146574	NC_051791.1:P2RX5:3836-3908(+)
NC_051791.1	4145247	4145172	NC_051791.1:P2RX5:5234-5310(+)
NC_051791.1	4144815	4144719	NC_051791.1:P2RX5:5666-5763(+)
NC_051791.1	4144247	4144167	NC_051791.1:P2RX5:6234-6315(+)
NC_051791.1	4143424	4143286	NC_051791.1:P2RX5:7057-7196(+)
NC_051791.1	4142516	4142380	NC_051791.1:P2RX5:7965-8102(+)
NC_051791.1	4141675	4141582	NC_051791.1:P2RX5:8806-8900(+)
NC_051791.1	4141037	4140972	NC_051791.1:P2RX5:9444-9510(+)
NC_051791.1	4140241	4140159	NC_051791.1:P2RX5:10240-10323(+)
NC_051791.1	4139720	4139645	NC_051791.1:P2RX5:10761-10837(+)
