Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
							Zootoca_vivipara
56	1	1.033	12.739	1.000	2.488	0.0909	Zootoca_vivipara
59	1	1.923	62.752	1.000	7.112	0.0909	Zootoca_vivipara
63	1	0.199	69.765	1.000	15.368	0.0909	Zootoca_vivipara
66	1	1.277	23.642	1.000	3.072	0.0909	Zootoca_vivipara
71	1	0.375	12.865	1.000	1.281	0.0909	Zootoca_vivipara
77	1	0.442	16.407	1.000	3.913	0.0909	Zootoca_vivipara
78	1	0.629	12.428	1.000	2.386	0.0909	Zootoca_vivipara
86	1	0.720	9.560	1.000	2.122	0.0909	Zootoca_vivipara
316	1	0.000	13.588	1.000	7.169	0.0909	Zootoca_vivipara
323	1	0.611	699.147	1.000	3.531	0.0909	Zootoca_vivipara
327	1	0.415	11.683	1.000	4.038	0.0909	Zootoca_vivipara
