Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
39	1	0.000	4.839	1.000	2.704	0.0909	Condylura_cristata
42	1	0.000	3.071	1.000	2.501	0.0909	Condylura_cristata
85	1	0.000	10.958	1.000	2.015	0.0909	Condylura_cristata
122	1	0.339	6.919	1.000	2.779	0.0909	Condylura_cristata
151	1	0.000	3.930	1.000	3.777	0.0909	Condylura_cristata
179	1	0.811	10.666	1.000	2.007	0.0909	Condylura_cristata
206	1	1.933	8.327	1.000	1.637	0.0909	Condylura_cristata
234	1	0.000	3.955	1.000	3.681	0.0909	Condylura_cristata
236	1	0.399	6.149	1.000	2.618	0.0909	Condylura_cristata
239	1	1.060	3.447	1.000	0.505	0.0909	Condylura_cristata
292	1	0.000	3.716	1.000	3.775	0.0909	Condylura_cristata
310	1	0.833	7.431	1.000	2.189	0.0909	Condylura_cristata
347	1	0.635	6.218	1.000	1.738	0.0909	Condylura_cristata
350	1	1.237	2.098	1.000	0.043	0.0909	Condylura_cristata
353	1	0.855	9.312	1.000	1.815	0.0909	Condylura_cristata
29	1	0.342	2.569	1.000	1.426	0.0909	Erinaceus_europaeus
38	1	0.000	41.578	1.000	3.576	0.0909	Erinaceus_europaeus
78	1	0.000	2.997	1.000	1.923	0.0909	Erinaceus_europaeus
116	1	0.000	3.508	1.000	3.237	0.0909	Erinaceus_europaeus
174	1	0.000	42.543	1.000	5.003	0.0909	Erinaceus_europaeus
176	1	0.000	6.448	1.000	6.037	0.0909	Erinaceus_europaeus
190	1	7.931	54.656	1.000	0.053	0.0909	Erinaceus_europaeus
203	1	0.000	2.525	1.000	3.911	0.0909	Erinaceus_europaeus
223	1	0.000	0.258	1.000	0.197	0.0909	Erinaceus_europaeus
226	1	0.000	2.805	1.000	2.653	0.0909	Erinaceus_europaeus
310	1	0.472	37.296	1.000	3.376	0.0909	Erinaceus_europaeus
330	1	0.000	2.569	1.000	1.716	0.0909	Erinaceus_europaeus
49	1	0.000	4.983	1.000	3.078	0.0909	Galemys_pyrenaicus
68	1	0.000	9.244	1.000	6.344	0.0909	Galemys_pyrenaicus
158	1	0.000	3.264	1.000	2.028	0.0909	Galemys_pyrenaicus
167	1	0.000	3.247	1.000	3.550	0.0909	Galemys_pyrenaicus
237	1	0.686	1322.655	1.000	3.212	0.0909	Galemys_pyrenaicus
