Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
							Spheniscus_demersus
6	1	0.000	28.644	1.000	5.937	0.0909	Spheniscus_demersus
14	1	0.000	36.662	1.000	7.639	0.0909	Spheniscus_demersus
39	1	1.907	42.274	1.000	3.642	0.0909	Spheniscus_demersus
50	1	2.834	115.086	1.000	6.668	0.0909	Spheniscus_demersus
168	1	0.000	37.620	1.000	6.664	0.0909	Spheniscus_demersus
197	1	2.606	42.701	1.000	3.121	0.0909	Spheniscus_demersus
199	1	0.724	37.738	1.000	4.760	0.0909	Spheniscus_demersus
204	1	0.000	40.082	1.000	6.717	0.0909	Spheniscus_demersus
242	1	0.000	119.007	1.000	8.197	0.0909	Spheniscus_demersus
285	1	0.000	127.157	1.000	8.360	0.0909	Spheniscus_demersus
313	1	0.715	33.013	1.000	4.110	0.0909	Spheniscus_demersus
314	1	0.000	36.807	1.000	6.620	0.0909	Spheniscus_demersus
