species	ident
Accipiter_gentilis	88.5
Anas_platyrhynchos	100.0
Anolis_carolinensis	62.5
Anseranas_semipalmata	92.6
Anser_brachyrhynchus	95.5
Anser_cygnoides	95.6
Anser_indicus	95.6
Antrostomus_carolinensis	88.0
Aptenodytes_forsteri	88.1
Apteryx_mantelli	86.2
Apteryx_rowi	86.2
Aquila_chrysaetos	88.3
Asarcornis_scutulata	98.5
Athene_cunicularia	87.0
Aythya_fuligula	98.5
Balearica_regulorum	85.7
Branta_canadensis	95.4
Buteo_japonicus	88.2
Cairina_moschata	98.0
Calidris_pugnax	86.7
Caprimulgus_carolinensis	88.0
Cariama_cristata	88.2
Casuarius_casuarius	86.2
Charadrius_vociferus	87.8
Chauna_torquata	90.5
Chelonia_mydas	72.9
Chrysemys_picta	73.3
Colius_striatus	83.5
Corythaeola_cristata	87.4
Cygnus_atratus	95.5
Cygnus_olor	95.6
Dromaius_novaehollandiae	86.4
Egretta_garzetta	87.3
Eurypyga_helias	86.1
Falco_biarmicus	88.0
Falco_cherrug	88.1
Falco_naumanni	87.9
Falco_peregrinus	87.9
Falco_rusticolus	88.1
Falco_tinnunculus	88.0
Fulmarus_glacialis	87.7
Gavia_stellata	88.1
Grus_americana	87.1
Gymnogyps_californianus	89.0
Haliaeetus_albicilla	88.6
Haliaeetus_leucocephalus	88.6
Harpia_harpyja	88.8
Heteronetta_atricapilla	95.5
Homo_sapiens	58.9
Leptosomus_discolor	87.7
Mesitornis_unicolor	85.8
Nettapus_auritus	94.1
Nipponia_nippon	87.8
Nothoprocta_perdicaria	83.7
Opisthocomus_hoazin	88.2
Oxyura_jamaicensis	95.8
Pelecanus_crispus	87.2
Phaethon_lepturus	87.6
Phalacrocorax_carbo	87.6
Pterocles_gutturalis	88.1
Pygoscelis_adeliae	88.0
Rhea_americana	85.6
Rhynochetos_jubatus	85.4
Rissa_tridactyla	88.2
Spheniscus_demersus	88.0
Stictonetta_naevosa	95.6
Struthio_camelus	86.2
Tauraco_erythrolophus	87.0
Tinamus_guttatus	84.9
Tyto_alba	88.4
Xenopus_tropicalis	56.1
