ENSGALG00010000043|PPIP5K1|510	54.31
ENSGALG00010000017|COX1|1551	47.20
ENSGALG00010000040||612	77.12
ENSGALG00010000034|CYTB|1143	48.38
ENSGALG00010000007|ND1|975	47.49
ENSGALG00010000039|PDIA3|1401	49.68
ENSGALG00010000037|ND6|522	47.89
ENSGALG00010000024|COX3|784	49.36
ENSGALG00010000029|ND4|1378	46.23
ENSGALG00010000043|PPIP5K1|4059	51.81
ENSGALG00010000042|CKMT1B|1254	63.08
ENSGALG00010000043|PPIP5K1|3987	51.67
ENSGALG00010000020|COX2|684	47.81
ENSGALG00010000026|ND3|351	45.01
ENSGALG00010000043|PPIP5K1|4167	51.93
ENSGALG00010000039|PDIA3|1518	49.41
ENSGALG00010000039|PDIA3|1512	49.40
ENSGALG00010000033|ND5|1818	45.54
ENSGALG00010000043|PPIP5K1|4110	51.87
ENSGALG00010000041||336	73.21
ENSGALG00010000011|ND2|1039	44.37
ENSGALG00010000023|ATP6|684	48.98
ENSGALG00010000044|MAP1A|9681	46.82
ENSGALG00010000044|MAP1A|9462	46.79
ENSGALG00010000044|MAP1A|9495	46.74
ENSGALG00010000043|PPIP5K1|4353	52.01
ENSGALG00010000043|PPIP5K1|4173	51.76
ENSGALG00010000046|TUBGCP4|1944	47.74
ENSGALG00010000046|TUBGCP4|1887	47.91
ENSGALG00010000044|MAP1A|8703	46.42
ENSGALG00010000045|TP53BP1|5703	50.15
ENSGALG00010000044|MAP1A|9708	47.33
ENSGALG00010000043|PPIP5K1|4290	52.12
ENSGALG00010000046|TUBGCP4|1863	47.77
ENSGALG00010000050|CIB1|435	55.86
ENSGALG00010000049|FES|2634	63.82
ENSGALG00010000054|VPS33B|1854	57.77
ENSGALG00010000048|MAN2A2|3516	63.17
ENSGALG00010000046|TUBGCP4|1860	47.74
ENSGALG00010000047|IQGAP3|5070	43.75
ENSGALG00010000052|TTLL13|2445	52.64
ENSGALG00010000050|CIB1|642	59.35
ENSGALG00010000053|HDDC3|558	71.68
ENSGALG00010000054|VPS33B|1776	57.77
ENSGALG00010000054|VPS33B|1821	57.99
ENSGALG00010000048|MAN2A2|3330	62.64
ENSGALG00010000051|GDPGP1|1572	73.47
ENSGALG00010000048|MAN2A2|3261	62.77
ENSGALG00010000047|IQGAP3|4977	43.60
ENSGALG00010000047|IQGAP3|4977	43.60
ENSGALG00010000047|IQGAP3|3579	44.84
ENSGALG00010000048|MAN2A2|3444	63.15
ENSGALG00010000047|IQGAP3|4977	43.32
ENSGALG00010000047|IQGAP3|4977	43.32
ENSGALG00010000050|CIB1|846	62.17
ENSGALG00010000053|HDDC3|696	73.42
ENSGALG00010000054|VPS33B|1839	58.40
ENSGALG00010000078||1506	53.72
ENSGALG00010000081||399	67.17
ENSGALG00010000138||1266	63.19
ENSGALG00010000080||927	55.12
ENSGALG00010000137||1749	61.69
ENSGALG00010000141||3210	64.86
ENSGALG00010000098||1977	68.08
ENSGALG00010000141||3279	65.45
ENSGALG00010000069||450	66.00
ENSGALG00010000092|INPPL1|2397	63.70
ENSGALG00010000144||519	60.31
ENSGALG00010000141||3456	65.05
ENSGALG00010000107||3696	49.59
ENSGALG00010000141||1341	69.28
ENSGALG00010000055|PRC1|810	60.25
ENSGALG00010000061|SERINC4|1482	61.27
ENSGALG00010000111||399	50.13
ENSGALG00010000121||1650	73.76
ENSGALG00010000056|UNC45A|2775	60.18
ENSGALG00010000093||1818	67.77
ENSGALG00010000054|VPS33B|1719	56.78
ENSGALG00010000098||1890	69.15
ENSGALG00010000142||1893	60.70
ENSGALG00010000078||1653	55.05
ENSGALG00010000055|PRC1|1878	57.93
ENSGALG00010000143|SCARF2|2877	66.42
ENSGALG00010000131||486	68.11
ENSGALG00010000085||726	72.45
