Species	Per_identity
Green_anole	72.1875
Green_anole	51.0145
Green_anole	88.9105
Green_anole	71.179
Green_anole	68.2819
Green_anole	75.8621
Green_anole	67.8261
Green_anole	60.2041
Green_anole	62.3348
Green_anole	57.4043
Green_anole	75.9894
Green_anole	44.8276
Green_anole	59.9659
Green_anole	59.9659
Green_anole	59.9659
Green_anole	91.3043
Green_anole	74.2199
Green_anole	74.2199
Green_anole	74.2199
Green_anole	74.2199
Green_anole	74.2199
Green_anole	74.2199
Green_anole	74.2199
Green_anole	74.2199
Green_anole	44.3237
Green_anole	44.3237
Green_anole	44.3237
Green_anole	44.3237
Green_anole	44.3237
Green_anole	44.3237
Green_anole	72.9167
Green_anole	72.9167
Green_anole	72.9167
Green_anole	72.9167
Green_anole	73.7773
Green_anole	73.7773
Green_anole	73.7773
Green_anole	73.7773
Green_anole	80.0172
Green_anole	80.0172
Green_anole	80.0172
Green_anole	80.0172
Green_anole	53.7433
Green_anole	64.1694
Green_anole	59.887
Green_anole	59.887
Green_anole	74.7433
Green_anole	74.7433
Green_anole	74.7433
Green_anole	74.7433
Green_anole	74.7433
Green_anole	74.7433
Green_anole	49.3066
Green_anole	49.3066
Green_anole	49.3066
Green_anole	57.7681
Green_anole	57.7681
Green_anole	57.7681
Green_anole	73.5593
Green_anole	92.5
Green_anole	92.5
Green_anole	75.969
Green_anole	75.969
Green_anole	54.7337
Green_anole	39.3333
Green_anole	39.3333
Green_anole	39.3333
Green_anole	39.3333
Green_anole	44.0164
Green_anole	44.0164
Green_anole	44.0164
Green_anole	72.5703
Green_anole	33.5975
Green_anole	33.5975
Green_anole	55
Green_anole	55
Green_anole	90.1437
Green_anole	76.6667
Green_anole	76.6667
Green_anole	76.6667
Green_anole	46.5254
Green_anole	46.5254
Green_anole	46.5254
Green_anole	46.5254
Green_anole	46.5254
Green_anole	46.5254
Green_anole	65.7309
Green_anole	65.7309
Green_anole	76.4805
Green_anole	68.8235
Green_anole	37.1084
Green_anole	87.4502
Green_anole	87.4502
Green_anole	93.5702
Green_anole	36.9458
Green_anole	63.0631
Green_anole	63.0631
Green_anole	63.0631
Green_anole	63.0631
Green_anole	81.7251
Green_anole	81.7251
Green_anole	81.7251
Green_anole	32.0171
Green_anole	82.4
Green_anole	82.4
Green_anole	56.9845
Green_anole	56.9845
Green_anole	44.3314
Green_anole	44.3314
Green_anole	87.4687
Green_anole	87.4687
Green_anole	87.4687
Green_anole	80.4009
Green_anole	80.4009
Green_anole	47.0377
Green_anole	47.0377
Green_anole	47.0377
Green_anole	35.8108
Green_anole	73.6549
Green_anole	73.6549
Green_anole	71.4964
Green_anole	71.4964
Green_anole	71.4964
Green_anole	88.1119
Green_anole	88.1119
Green_anole	31.7021
Green_anole	51.1628
Green_anole	54.7872
Green_anole	54.7872
Green_anole	54.7872
Green_anole	50
Green_anole	79.0323
Green_anole	59.7484
Green_anole	59.7484
Green_anole	84.8602
Green_anole	84.8602
Green_anole	84.8602
Green_anole	70.4167
Green_anole	80.3443
Green_anole	65.5242
Green_anole	65.5242
Green_anole	65.5242
Green_anole	65.5242
Green_anole	65.5242
Green_anole	65.5242
Green_anole	55.622
Green_anole	55.622
Green_anole	72.9412
Green_anole	72.9412
Green_anole	72.9412
Green_anole	86.2903
Green_anole	74.4681
Green_anole	74.4681
Green_anole	74.4681
Green_anole	74.4681
Green_anole	58.7863
Green_anole	58.7863
Green_anole	73.0583
Green_anole	73.0583
Green_anole	73.6842
Green_anole	73.6842
Green_anole	73.6842
Green_anole	35.4656
Green_anole	35.4656
Green_anole	35.4656
Green_anole	35.4656
Green_anole	35.4656
Green_anole	35.4656
Green_anole	88.7772
Green_anole	88.7772
Green_anole	88.7772
Green_anole	88.7772
Green_anole	88.7772
Green_anole	88.7772
Green_anole	88.7772
Green_anole	88.7772
Green_anole	61.2745
Green_anole	51.5152
Green_anole	45.9459
Green_anole	45.9459
Green_anole	45.9459
Green_anole	45.9459
Green_anole	45.9459
Green_anole	45.9459
Green_anole	45.9459
Green_anole	78.7136
Green_anole	78.7136
Green_anole	71.4932
Green_anole	71.4932
Green_anole	65.9091
Green_anole	65.9091
Green_anole	63.7195
Green_anole	63.7195
Green_anole	68.7943
Green_anole	68.7943
Green_anole	62.9693
Green_anole	83.995
Green_anole	83.995
Green_anole	81.4516
Green_anole	81.4516
Green_anole	81.4516
Green_anole	66.3551
Green_anole	66.3551
Green_anole	74.9436
Green_anole	74.9436
Green_anole	83.5979
Green_anole	83.5979
Green_anole	48.5804
Green_anole	78.8878
Green_anole	78.8878
Green_anole	78.8878
Green_anole	33.1915
Green_anole	48.0974
Green_anole	33.6029
Green_anole	61.442
Green_anole	61.442
Green_anole	61.442
Green_anole	43.4389
Green_anole	43.4389
Green_anole	50.9749
Green_anole	50.9749
Green_anole	50.9749
Green_anole	85.654
Green_anole	85.654
Green_anole	85.654
Green_anole	49.9069
Green_anole	49.9069
Green_anole	84.8318
Green_anole	84.8318
Green_anole	59.3081
Green_anole	61.8525
Green_anole	61.8525
Green_anole	79.1311
Green_anole	79.1311
Green_anole	79.1311
Green_anole	69.968
Green_anole	69.968
Green_anole	92.0518
Green_anole	45.4545
Green_anole	45.4545
Green_anole	87.4699
Green_anole	87.4699
Green_anole	87.4699
Green_anole	87.4699
Green_anole	86.4385
Green_anole	86.4385
Green_anole	86.4385
Green_anole	60.4301
Green_anole	60.4301
Green_anole	60.4301
Green_anole	60.4301
Green_anole	60.4301
Green_anole	73.029
Green_anole	73.029
Green_anole	73.029
Green_anole	73.029
Green_anole	73.029
Green_anole	75.265
Green_anole	75.265
Green_anole	74.0984
Green_anole	31.2312
Green_anole	81.6456
Green_anole	77.7778
Green_anole	77.7778
Green_anole	27.596
Green_anole	27.596
Green_anole	45.0928
Green_anole	45.0928
Green_anole	45.0928
Green_anole	45.0928
Green_anole	45.0928
Green_anole	50.2959
Green_anole	78.5714
Green_anole	78.5714
Green_anole	78.5714
Green_anole	78.5714
Green_anole	80.1932
Green_anole	80.1932
Green_anole	80.1932
Green_anole	80.1932
Green_anole	88.9804
Green_anole	88.9804
Green_anole	88.9804
Green_anole	88.9804
Green_anole	88.9804
Green_anole	88.9804
Green_anole	40.8088
Green_anole	40.8088
Green_anole	72.6601
Green_anole	88.9079
Green_anole	88.9079
Green_anole	88.9079
Green_anole	44.206
Green_anole	44.206
Green_anole	44.206
Green_anole	44.206
Green_anole	44.206
Green_anole	44.206
Green_anole	44.206
Green_anole	71.0236
Green_anole	71.0236
Green_anole	71.0236
Green_anole	71.0236
Green_anole	71.0236
Green_anole	63.467
Green_anole	63.467
Green_anole	63.467
Green_anole	63.467
Green_anole	78.9583
Green_anole	84.6645
Green_anole	84.6645
Green_anole	84.6645
Green_anole	84.6645
Green_anole	84.6645
Green_anole	84.6645
Green_anole	82.2344
Green_anole	82.2344
Green_anole	82.2344
Green_anole	82.2344
Green_anole	82.2344
Green_anole	79.1667
Green_anole	79.1667
Green_anole	69.8305
Green_anole	69.8305
Green_anole	69.8305
Green_anole	92.4753
Green_anole	92.4753
Green_anole	95.5375
Green_anole	95.5375
Green_anole	95.5375
Green_anole	95.5375
Green_anole	95.5375
Green_anole	95.5375
Green_anole	55.4348
Green_anole	63.1868
Green_anole	39.5445
Green_anole	39.5445
Green_anole	79.6992
Green_anole	58.4926
Green_anole	58.4926
Green_anole	84.375
Green_anole	84.375
Green_anole	60.6498
Green_anole	60.6498
Green_anole	60.6498
Green_anole	60.6498
Green_anole	60.6498
Green_anole	91.4062
Green_anole	91.4062
Green_anole	91.4062
Green_anole	91.4062
Green_anole	93.0292
Green_anole	91.909
Green_anole	92.3308
Green_anole	92.3308
Green_anole	92.3308
Green_anole	92.3308
Green_anole	92.3308
Green_anole	92.3308
Green_anole	87.7358
Green_anole	87.7358
Green_anole	87.7358
Green_anole	87.7358
Green_anole	88.5057
Green_anole	88.5057
Green_anole	66.09
Green_anole	65.9813
Green_anole	65.6151
Green_anole	65.6151
Green_anole	75.6637
Green_anole	75.6637
Green_anole	75.6637
Green_anole	75.6637
Green_anole	75.6637
Green_anole	75.6637
Green_anole	62.3188
Green_anole	62.3188
Green_anole	62.3188
Green_anole	62.3188
Green_anole	62.3188
Green_anole	95.4945
Green_anole	95.4945
Green_anole	95.4945
Green_anole	67.7895
Green_anole	67.7895
Green_anole	67.7895
Green_anole	67.7895
Green_anole	67.7895
Green_anole	67.3367
Green_anole	67.3367
Green_anole	44.1358
Green_anole	58.5951
Green_anole	58.5951
Green_anole	58.5951
Green_anole	58.5951
Green_anole	58.5951
Green_anole	58.5951
Green_anole	58.5951
Green_anole	58.5951
Green_anole	84.9162
Green_anole	84.9162
Green_anole	84.9162
Green_anole	63.6896
Green_anole	50.6024
Green_anole	50.6024
Green_anole	36.4198
Green_anole	36.4198
Green_anole	88.1462
Green_anole	77.6515
Green_anole	77.6515
Green_anole	77.6515
Green_anole	77.6515
Green_anole	77.6515
Green_anole	77.6515
Green_anole	77.6515
Green_anole	55.3922
Green_anole	55.3922
Green_anole	55.3922
Green_anole	92.1519
Green_anole	92.1519
Green_anole	92.1519
Green_anole	82.8755
Green_anole	82.8755
Green_anole	82.8755
Green_anole	82.8755
Green_anole	82.8755
Green_anole	82.8755
Green_anole	82.8755
Green_anole	94.4591
Green_anole	94.4591
Green_anole	80
Green_anole	80
Green_anole	78.8382
Green_anole	78.8382
Green_anole	78.8382
Green_anole	78.8382
Green_anole	78.8382
Green_anole	78.8382
Green_anole	78.8382
Green_anole	78.8382
Green_anole	78.8382
Green_anole	78.8382
Green_anole	75.4789
Green_anole	75.4789
Green_anole	74.359
Green_anole	74.359
Green_anole	74.359
Green_anole	74.359
Green_anole	46.5195
Green_anole	56.3604
Green_anole	56.3604
Green_anole	56.3604
Green_anole	80.9524
Green_anole	74.4063
Green_anole	77.2
Green_anole	96.8658
Green_anole	96.8658
Green_anole	96.8658
Green_anole	96.8658
Green_anole	96.8658
Green_anole	96.8658
Green_anole	79.3893
Green_anole	79.3893
Green_anole	59.1346
Green_anole	59.1346
Green_anole	42.9363
Green_anole	42.9363
Green_anole	42.9363
Green_anole	42.9363
Green_anole	92.5581
Green_anole	92.5581
Green_anole	92.5581
Green_anole	92.5581
Green_anole	92.5581
Green_anole	92.5581
Green_anole	92.5581
Green_anole	92.5581
Green_anole	92.5581
Green_anole	58.8415
Green_anole	58.8415
Green_anole	58.8415
Green_anole	58.8415
Green_anole	72.8346
Green_anole	72.8346
Green_anole	72.8346
Green_anole	72.8346
Green_anole	72.8346
Green_anole	72.8346
Green_anole	72.8346
Green_anole	46.3038
Green_anole	81.801
Green_anole	81.801
Green_anole	48.0969
Green_anole	48.0969
Green_anole	90.8854
Green_anole	90.8854
Green_anole	90.8854
Green_anole	68.75
Green_anole	68.75
Green_anole	68.75
Green_anole	68.6747
Green_anole	69.8492
Green_anole	69.8492
Green_anole	70.8831
Green_anole	79.661
Green_anole	60.4167
Green_anole	60.4167
Green_anole	60.4167
Green_anole	60.4167
Green_anole	60.4167
Green_anole	60.4167
Green_anole	60.4167
Green_anole	60.4167
Green_anole	67.1322
Green_anole	60.0543
Green_anole	82.2222
Green_anole	53.3149
Green_anole	53.3149
Green_anole	53.3149
Green_anole	78.8793
Green_anole	33.234
Green_anole	70.8738
Green_anole	48.2385
Green_anole	97.8102
Green_anole	77.4744
Green_anole	77.4744
Green_anole	77.4744
Green_anole	99.1111
Green_anole	57.4153
Green_anole	57.4153
Green_anole	57.4153
Green_anole	57.4153
Green_anole	78.7879
Green_anole	33.1224
Green_anole	86.3095
Green_anole	86.3095
Green_anole	86.3095
Green_anole	86.3095
Green_anole	81.6254
Green_anole	81.6254
Green_anole	81.6254
Green_anole	81.6254
Green_anole	81.6254
Green_anole	81.6254
Green_anole	96.9444
Green_anole	96.9444
Green_anole	96.9444
Green_anole	96.9444
Green_anole	96.9444
Green_anole	96.9444
Green_anole	96.9444
Green_anole	72.7394
Green_anole	72.7394
Green_anole	68.2135
Green_anole	80.7107
Green_anole	38.1317
Green_anole	38.1317
Green_anole	36.7265
Green_anole	36.7265
Green_anole	36.7265
Green_anole	36.7265
Green_anole	36.7265
Green_anole	90.9238
Green_anole	90.1961
Green_anole	90.1961
Green_anole	75.9398
Green_anole	45.2514
Green_anole	45.2514
Green_anole	45.2514
Green_anole	82.0183
Green_anole	82.0183
Green_anole	82.0183
Green_anole	82.0183
Green_anole	56.7901
Green_anole	38.3819
Green_anole	63.6709
Green_anole	44.3396
Green_anole	44.3396
Green_anole	57.8125
Green_anole	57.8125
Green_anole	57.8125
Green_anole	57.8125
Green_anole	57.8125
Green_anole	57.8125
Green_anole	57.8125
Green_anole	57.8125
Green_anole	57.8125
Green_anole	57.8125
Green_anole	26.3736
Green_anole	26.3736
Green_anole	26.3736
Green_anole	67.1875
Green_anole	89.3528
Green_anole	89.3528
Green_anole	64.3725
Green_anole	64.3725
Green_anole	64.3725
Green_anole	61.9855
Green_anole	61.9855
Green_anole	61.9855
Green_anole	61.9855
Green_anole	61.9855
Green_anole	61.9855
Green_anole	61.9855
Green_anole	61.9855
Green_anole	61.9855
Green_anole	61.9855
Green_anole	73.5089
Green_anole	73.5089
Green_anole	96.0432
Green_anole	96.0432
Green_anole	96.0432
Green_anole	96.0432
Green_anole	96.0432
Green_anole	96.0432
Green_anole	96.0432
Green_anole	96.0432
Green_anole	96.0432
Green_anole	96.0432
Green_anole	79.0698
Green_anole	79.0698
Green_anole	79.0698
Green_anole	79.0698
Green_anole	79.0698
Green_anole	79.0698
Green_anole	79.0698
Green_anole	79.0698
Green_anole	79.0698
Green_anole	79.0698
Green_anole	68.2879
Green_anole	64.1463
Green_anole	62.9032
Green_anole	62.9032
Green_anole	62.9032
Green_anole	62.9032
Green_anole	62.9032
Green_anole	87.6607
Green_anole	87.6607
Green_anole	87.6607
Green_anole	87.6607
Green_anole	87.6607
Green_anole	87.6607
Green_anole	87.6607
Green_anole	47.7228
Green_anole	47.7228
Green_anole	47.7228
Green_anole	73.1235
Green_anole	73.1235
Green_anole	87.7794
Green_anole	87.7794
Green_anole	87.7794
Green_anole	87.7794
Green_anole	87.7794
Green_anole	87.7794
Green_anole	61.5176
Green_anole	84.3011
Green_anole	84.3011
Green_anole	84.3011
Green_anole	84.3011
Green_anole	84.3011
Green_anole	84.3011
Green_anole	47.931
Green_anole	47.931
Green_anole	47.931
Green_anole	80.9645
Green_anole	80.9645
Green_anole	80.9645
Green_anole	82.8146
Green_anole	82.8146
Green_anole	82.8146
Green_anole	64.5283
Green_anole	64.5283
Green_anole	45.8182
Green_anole	74.5098
Green_anole	55.0388
Green_anole	55.0388
Green_anole	55.0388
Green_anole	55.0388
Green_anole	55.0388
Green_anole	55.0388
Green_anole	87.1795
Green_anole	87.1795
Green_anole	42.7536
Green_anole	86.722
Green_anole	86.722
Green_anole	86.722
Green_anole	83.5938
Green_anole	83.5938
Green_anole	83.5938
Green_anole	61.2863
Green_anole	61.2863
Green_anole	92.437
Green_anole	92.437
Green_anole	92.437
Green_anole	79.7729
Green_anole	79.7729
Green_anole	52.3055
Green_anole	89.1013
Green_anole	89.1013
Green_anole	89.1013
Green_anole	89.1013
Green_anole	89.1013
Green_anole	89.1013
Green_anole	39.2083
Green_anole	44.0476
Green_anole	44.0476
Green_anole	57.5912
Green_anole	95.2866
Green_anole	95.2866
Green_anole	95.2866
Green_anole	72.9927
Green_anole	72.9927
Green_anole	93.3504
Green_anole	93.3504
Green_anole	93.3504
Green_anole	93.3504
Green_anole	93.3504
Green_anole	93.3504
Green_anole	72.1698
Green_anole	72.1698
Green_anole	86.6197
Green_anole	86.6197
Green_anole	86.6197
Green_anole	86.6197
Green_anole	79.9342
Green_anole	62.2951
Green_anole	83.2279
Green_anole	83.2279
Green_anole	71.5697
Green_anole	57.6659
Green_anole	57.6659
Green_anole	57.6659
Green_anole	41.6239
Green_anole	41.6239
Green_anole	89.6952
Green_anole	81.4815
Green_anole	81.4815
Green_anole	54.0603
Green_anole	54.0603
Green_anole	64.3137
Green_anole	64.3137
Green_anole	94.7541
Green_anole	94.7541
Green_anole	94.7541
Green_anole	94.7541
Green_anole	94.7541
Green_anole	87.395
Green_anole	81.5368
Green_anole	63.2539
Green_anole	63.2539
Green_anole	63.2539
Green_anole	63.2539
Green_anole	63.2539
Green_anole	63.2539
Green_anole	63.2539
Green_anole	63.2539
Green_anole	69.83
Green_anole	69.83
Green_anole	69.83
Green_anole	69.83
Green_anole	69.83
Green_anole	66.3082
Green_anole	66.3082
Green_anole	66.3082
Green_anole	66.3082
Green_anole	66.3082
Green_anole	80.0915
Green_anole	80.0915
Green_anole	80.0915
Green_anole	80.0915
Green_anole	80.0915
Green_anole	66.1017
Green_anole	66.1017
Green_anole	66.1017
Green_anole	66.1017
Green_anole	48.3871
Green_anole	71.3098
Green_anole	71.3098
Green_anole	74.2408
Green_anole	74.2408
Green_anole	25.9132
Green_anole	82.1612
Green_anole	82.1612
Green_anole	82.1612
Green_anole	89.4273
Green_anole	89.4273
Green_anole	89.4273
Green_anole	89.4273
Green_anole	81.3008
Green_anole	67.2052
Green_anole	67.2052
Green_anole	67.2052
Green_anole	67.2052
Green_anole	89.5735
Green_anole	89.5735
Green_anole	89.5735
Green_anole	88.9662
Green_anole	88.9662
Green_anole	82.3793
Green_anole	82.3793
Green_anole	82.3793
Green_anole	79.661
Green_anole	79.661
Green_anole	79.661
Green_anole	79.661
Green_anole	79.661
Green_anole	79.661
Green_anole	79.661
Green_anole	79.661
Green_anole	79.661
Green_anole	43.8228
Green_anole	43.8228
Green_anole	43.8228
Green_anole	43.8228
Green_anole	43.8228
Green_anole	79.1139
Green_anole	76.779
Green_anole	76.779
Green_anole	76.779
Green_anole	76.779
Green_anole	75.3623
Green_anole	59.5745
Green_anole	89.1733
Green_anole	89.1733
Green_anole	89.1733
Green_anole	89.1733
Green_anole	89.1733
Green_anole	89.1733
Green_anole	45.8824
Green_anole	45.8824
Green_anole	95.0509
Green_anole	70.5691
Green_anole	70.5691
Green_anole	76.6082
Green_anole	76.6082
Green_anole	67.7254
Green_anole	67.7254
Green_anole	67.7254
Green_anole	67.7254
Green_anole	55.6497
Green_anole	55.6497
Green_anole	55.6497
Green_anole	55.6497
Green_anole	55.6497
Green_anole	55.6497
Green_anole	55.6497
Green_anole	58.8235
Green_anole	58.8235
Green_anole	58.8235
Green_anole	58.8235
Green_anole	58.8235
Green_anole	58.8235
Green_anole	54.8017
Green_anole	54.8017
Green_anole	54.8017
Green_anole	54.8017
Green_anole	57.3171
Green_anole	57.3171
Green_anole	57.3171
Green_anole	51.9164
Green_anole	68.0051
Green_anole	68.0051
Green_anole	68.0051
Green_anole	96.9646
Green_anole	96.9646
Green_anole	96.9646
Green_anole	77.2283
Green_anole	77.2283
Green_anole	77.2283
Green_anole	77.2283
Green_anole	36.7347
Green_anole	94.7242
Green_anole	94.7242
Green_anole	94.7242
Green_anole	94.7242
Green_anole	82.493
Green_anole	80.9384
Green_anole	80.9384
Green_anole	61.6013
Green_anole	86.1862
Green_anole	86.1862
Green_anole	86.1862
Green_anole	86.1862
Green_anole	88.75
Green_anole	88.75
Green_anole	88.75
Green_anole	88.75
Green_anole	88.75
Green_anole	46.6539
Green_anole	96.9163
Green_anole	96.9163
Green_anole	78.0193
Green_anole	78.0193
Green_anole	67.4699
Green_anole	67.4699
Green_anole	76.7742
Green_anole	76.7742
Green_anole	73.9474
Green_anole	73.9474
Green_anole	73.9474
Green_anole	73.9474
Green_anole	73.9474
Green_anole	73.9474
Green_anole	73.9474
Green_anole	73.9474
Green_anole	86.3248
Green_anole	86.3248
Green_anole	97.2696
Green_anole	97.2696
Green_anole	85.5974
Green_anole	85.5974
Green_anole	85.5974
Green_anole	75.8064
Green_anole	75.8064
Green_anole	97.2222
Green_anole	97.2222
Green_anole	97.2222
Green_anole	97.2222
Green_anole	97.2222
Green_anole	97.2222
Green_anole	97.2222
Green_anole	97.2222
Green_anole	97.2222
Green_anole	97.2222
Green_anole	58.4192
Green_anole	58.4192
Green_anole	66.7702
Green_anole	66.7702
Green_anole	66.7702
Green_anole	66.7702
Green_anole	66.7702
Green_anole	66.7702
Green_anole	85.2234
Green_anole	85.2234
Green_anole	85.2234
Green_anole	85.2234
Green_anole	85.2234
Green_anole	43.5897
Green_anole	72.7891
Green_anole	51.828
Green_anole	51.828
Green_anole	32.1705
Green_anole	94.8925
Green_anole	94.8925
Green_anole	72.8188
Green_anole	72.8188
Green_anole	56.6553
Green_anole	75.2228
Green_anole	75.2228
Green_anole	75.2228
Green_anole	75.2228
Green_anole	75.2228
Green_anole	66.3366
Green_anole	66.3366
Green_anole	66.3366
Green_anole	57.5145
Green_anole	57.5145
Green_anole	59.1837
Green_anole	82.4207
Green_anole	82.4207
Green_anole	82.4207
Green_anole	82.4207
Green_anole	82.4207
Green_anole	82.4207
Green_anole	82.4207
Green_anole	82.4207
Green_anole	82.4207
Green_anole	82.4207
Green_anole	77.0968
Green_anole	77.0968
Green_anole	77.0968
Green_anole	77.0968
Green_anole	77.0968
Green_anole	62.4585
Green_anole	67.6796
Green_anole	81.4732
Green_anole	79.6504
Green_anole	79.6504
Green_anole	79.6504
Green_anole	79.6504
Green_anole	75.2137
Green_anole	75.2137
Green_anole	75.2137
Green_anole	75.2137
Green_anole	75.2137
Green_anole	75.2137
Green_anole	75.2137
Green_anole	61.0853
Green_anole	61.0853
Green_anole	61.0853
Green_anole	61.0853
Green_anole	61.0853
Green_anole	97.5962
Green_anole	97.5962
Green_anole	45.5814
Green_anole	87.0303
Green_anole	87.0303
Green_anole	78.0328
Green_anole	67.7476
Green_anole	67.7476
Green_anole	67.7476
Green_anole	67.7476
Green_anole	67.7476
Green_anole	67.7476
Green_anole	67.7476
Green_anole	67.7476
Green_anole	88.0223
Green_anole	78.739
Green_anole	66.1364
Green_anole	66.1364
Green_anole	66.1364
Green_anole	66.1364
Green_anole	66.1364
Green_anole	99.4595
Green_anole	99.4595
Green_anole	99.4595
Green_anole	99.4595
Green_anole	99.4595
Green_anole	86.1233
Green_anole	86.1233
Green_anole	86.1233
Green_anole	86.1233
Green_anole	86.1233
Green_anole	73.6726
Green_anole	73.6726
Green_anole	93.8356
Green_anole	93.8356
Green_anole	93.8356
Green_anole	93.8356
Green_anole	93.8356
Green_anole	97.0024
Green_anole	97.0024
Green_anole	97.0024
Green_anole	87.7143
Green_anole	89.6552
Green_anole	89.6552
Green_anole	89.6552
Green_anole	89.6552
Green_anole	86.4111
Green_anole	86.4111
Green_anole	56.1281
Green_anole	56.1281
Green_anole	56.1281
Green_anole	71.0345
Green_anole	53.7819
Green_anole	53.7819
Green_anole	53.7819
Green_anole	78.7521
Green_anole	99.422
Green_anole	52.6087
Green_anole	52.6087
Green_anole	52.6087
Green_anole	52.6087
Green_anole	78.6687
Green_anole	78.6687
Green_anole	78.6687
Green_anole	78.6687
Green_anole	60.2041
Green_anole	60.2041
Green_anole	60.2041
Green_anole	73.1982
Green_anole	73.1982
Green_anole	93.7947
Green_anole	93.7947
Green_anole	93.7947
Green_anole	93.7947
Green_anole	93.7947
Green_anole	93.7947
Green_anole	93.7947
Green_anole	45.6647
Green_anole	78.7202
Green_anole	78.7202
Green_anole	78.7202
Green_anole	78.7202
Green_anole	78.7202
Green_anole	53.8622
Green_anole	53.8622
Green_anole	53.8622
Green_anole	53.8622
Green_anole	59.1549
Green_anole	52.809
Green_anole	52.809
Green_anole	52.809
Green_anole	52.809
Green_anole	52.809
Green_anole	52.809
Green_anole	86.9333
Green_anole	86.9333
Green_anole	77.7538
Green_anole	75.9219
Green_anole	75.9219
Green_anole	75.9219
Green_anole	70.9251
Green_anole	68.5185
Green_anole	67.2769
Green_anole	67.2769
Green_anole	67.2769
Green_anole	47.4747
Green_anole	86.0215
Green_anole	86.0215
Green_anole	86.0215
Green_anole	86.0215
Green_anole	77.8313
Green_anole	77.8313
Green_anole	77.8313
Green_anole	67.6904
Green_anole	67.6904
Green_anole	98.9177
Green_anole	98.9177
Green_anole	38.474
Green_anole	38.474
Green_anole	91.875
Green_anole	91.875
Green_anole	91.875
Green_anole	91.875
Green_anole	91.875
Green_anole	91.875
Green_anole	91.875
Green_anole	77.1331
Green_anole	77.1331
Green_anole	80.8396
Green_anole	95.082
Green_anole	71.3287
Green_anole	71.3287
Green_anole	73.4694
Green_anole	34.2561
Green_anole	71.1221
Green_anole	71.1221
Green_anole	72.1239
Green_anole	72.1239
Green_anole	61.844
Green_anole	72.4913
Green_anole	72.4913
Green_anole	53.0466
Green_anole	66.7144
Green_anole	66.7144
Green_anole	66.7144
Green_anole	66.7144
Green_anole	66.7144
Green_anole	66.7144
Green_anole	66.7144
Green_anole	66.7144
Green_anole	66.7144
Green_anole	66.7144
Green_anole	86.4198
Green_anole	86.4198
Green_anole	86.4198
Green_anole	86.4198
Green_anole	86.4198
Green_anole	86.4198
Green_anole	65.9229
Green_anole	65.9229
Green_anole	82.5112
Green_anole	82.5112
Green_anole	82.5112
Green_anole	68.6722
Green_anole	52.2034
Green_anole	52.2388
Green_anole	87.2768
Green_anole	87.2768
Green_anole	87.2768
Green_anole	74.0741
Green_anole	92.9499
Green_anole	92.9499
Green_anole	92.9499
Green_anole	92.9499
Green_anole	80.5328
Green_anole	86.1496
Green_anole	86.1496
Green_anole	86.1496
Green_anole	69.8454
Green_anole	69.8454
Green_anole	69.8454
Green_anole	69.8454
Green_anole	89.5551
Green_anole	76.1278
Green_anole	76.1278
