Species	Per_identity
African_ostrich	75.4335
African_ostrich	96.7054
African_ostrich	90.393
African_ostrich	65.4545
African_ostrich	88.5463
African_ostrich	93.1034
African_ostrich	79.3103
African_ostrich	88.7755
African_ostrich	85.1528
African_ostrich	78.6777
African_ostrich	89.9736
African_ostrich	85.1931
African_ostrich	85.1931
African_ostrich	85.1931
African_ostrich	90.043
African_ostrich	90.043
African_ostrich	90.043
African_ostrich	90.043
African_ostrich	90.043
African_ostrich	90.043
African_ostrich	90.043
African_ostrich	90.043
African_ostrich	75.8004
African_ostrich	75.8004
African_ostrich	75.8004
African_ostrich	75.8004
African_ostrich	75.8004
African_ostrich	75.8004
African_ostrich	67.3446
African_ostrich	94.8518
African_ostrich	94.8518
African_ostrich	94.8518
African_ostrich	94.8518
African_ostrich	95.8257
African_ostrich	95.8257
African_ostrich	95.8257
African_ostrich	95.8257
African_ostrich	87.054
African_ostrich	87.054
African_ostrich	87.054
African_ostrich	87.054
African_ostrich	60.4307
African_ostrich	89.8477
African_ostrich	89.8477
African_ostrich	89.8477
African_ostrich	89.8477
African_ostrich	89.8477
African_ostrich	89.8477
African_ostrich	83.066
African_ostrich	83.066
African_ostrich	83.066
African_ostrich	93.6054
African_ostrich	93.6054
African_ostrich	93.6054
African_ostrich	79.4811
African_ostrich	79.4811
African_ostrich	86.1598
African_ostrich	71.258
African_ostrich	71.258
African_ostrich	77.2727
African_ostrich	65.2968
African_ostrich	93.2171
African_ostrich	93.2171
African_ostrich	97.2924
African_ostrich	92.7039
African_ostrich	92.7039
African_ostrich	92.7039
African_ostrich	89.3519
African_ostrich	89.3519
African_ostrich	60.0275
African_ostrich	60.0275
African_ostrich	97.5643
African_ostrich	97.5643
African_ostrich	97.5643
African_ostrich	95.2703
African_ostrich	95.2703
African_ostrich	78.8756
African_ostrich	78.8756
African_ostrich	78.8756
African_ostrich	78.8756
African_ostrich	78.8756
African_ostrich	91.9301
African_ostrich	91.9301
African_ostrich	91.9301
African_ostrich	91.9301
African_ostrich	91.9301
African_ostrich	96.2594
African_ostrich	96.2594
African_ostrich	91.2313
African_ostrich	91.2313
African_ostrich	91.2313
African_ostrich	62.1176
African_ostrich	58.371
African_ostrich	58.371
African_ostrich	97.5506
African_ostrich	97.5506
African_ostrich	97.5506
African_ostrich	67.4419
African_ostrich	95.4751
African_ostrich	93.1034
African_ostrich	93.1034
African_ostrich	63.3766
African_ostrich	63.3766
African_ostrich	94.5813
African_ostrich	94.5813
African_ostrich	94.5813
African_ostrich	95.5446
African_ostrich	95.5446
African_ostrich	95.5446
African_ostrich	95.5446
African_ostrich	95.5446
African_ostrich	95.5446
African_ostrich	95.5446
African_ostrich	95.5446
African_ostrich	62.0192
African_ostrich	53.8259
African_ostrich	77.1768
African_ostrich	77.1768
African_ostrich	75.6144
African_ostrich	85.197
African_ostrich	85.197
African_ostrich	87.7404
African_ostrich	87.7404
African_ostrich	84.1845
African_ostrich	84.1845
African_ostrich	84.1845
African_ostrich	90.7407
African_ostrich	90.7407
African_ostrich	95.8716
African_ostrich	95.8716
African_ostrich	86.5285
African_ostrich	95.4072
African_ostrich	95.4072
African_ostrich	95.4072
African_ostrich	94.6528
African_ostrich	94.6528
African_ostrich	87.9341
African_ostrich	87.9341
African_ostrich	87.9341
African_ostrich	76.6667
African_ostrich	76.6667
African_ostrich	98.2107
African_ostrich	81.9905
African_ostrich	81.9905
African_ostrich	96.3312
African_ostrich	96.3312
African_ostrich	96.3312
African_ostrich	96.3312
African_ostrich	95.1592
