""	"Group"	"test"	"back"	"RELAX_pval"	"RELAX_kval"	"aBSREL_pval"	"BUSTED_pval"	"RELAX_adj.pval"
"247"	"Rodentia"	"Acomys_russatus"	"`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`"	0.3821	0.8	NA	0.4909	1
"248"	"Rodentia"	"Apodemus_sylvaticus"	"`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`"	0.8301	0.92	NA	0.5	1
"249"	"Rodentia"	"Arvicanthis_niloticus"	"`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`"	0.4351	0.66	NA	0.5	1
"250"	"Rodentia"	"Arvicola_amphibius"	"`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`"	1	16.79	NA	0.4032	1
"251"	"Rodentia"	"Castor_canadensis"	"`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`"	0.4356	0.8	0.01443	0.4976	1
"252"	"Rodentia"	"Cavia_porcellus"	"`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_aperea,Node81,Node77,Node73,Node13`"	0.6336	0	NA	0.4829	1
"253"	"Rodentia"	"Chinchilla_lanigera"	"`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`"	0.4855	2.2	NA	0.5	1
"254"	"Rodentia"	"Chionomys_nivalis"	"`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`"	0.9198	0.87	NA	0.5	1
"255"	"Rodentia"	"Cricetulus_griseus"	"`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`"	1	0.99	NA	0.5	1
"256"	"Rodentia"	"Dipodomys_spectabilis"	"`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`"	0.5938	14.51	0.00921	0.0076	1
