""	"Group"	"test"	"back"	"RELAX_pval"	"RELAX_kval"	"aBSREL_pval"	"BUSTED_pval"	"RELAX_adj.pval"
"212"	"Primates"	"Aotus_nancymaae"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`"	0.0195	16.27	NA	0.5	0.261525
"213"	"Primates"	"Callithrix_jacchus"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`"	0.4004	1.4	NA	0.5	1
"214"	"Primates"	"Carlito_syrichta"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Node11`"	0.0076	0.31	NA	0.5	0.2508
"215"	"Primates"	"Cercocebus_atys"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`"	0.8738	0.77	NA	0.5	1
"216"	"Primates"	"Chlorocebus_sabaeus"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`"	NA	50	NA	0.5	NA
"217"	"Primates"	"Colobus_angolensis"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`"	0.7113	1.61	NA	0.5	1
"218"	"Primates"	"Gorilla_gorilla"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`"	0.5908	23.54	NA	0.5	1
"219"	"Primates"	"Homo_sapiens"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`"	0.165	0	NA	0.2818	0.680625
"220"	"Primates"	"Hylobates_moloch"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`"	0.1225	0	NA	0.5	0.5775
"221"	"Primates"	"Lemur_catta"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`"	0.2638	1.81	NA	0.5	0.91047
"222"	"Primates"	"Macaca_fascicularis"	"`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`"	0.9642	0.78	NA	0.5	1
