""	"Group"	"test"	"back"	"RELAX_pval"	"RELAX_kval"	"aBSREL_pval"	"BUSTED_pval"	"RELAX_adj.pval"
"94"	"Birds3"	"Nipponia_nippon"	"`Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`"	0.4512	0.73	NA	0.5	0.8132
"95"	"Birds3"	"Egretta_garzetta"	"`Nipponia_nippon,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`"	0.1916	0	NA	0.5	0.608
"96"	"Birds3"	"Pelecanus_crispus"	"`Nipponia_nippon,Egretta_garzetta,Node7,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`"	0.1398	0.64	NA	0.5	0.608
"97"	"Birds3"	"Pygoscelis_adeliae"	"`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`"	0.047	0	NA	0.5	0.431933333333333
"98"	"Birds3"	"Aptenodytes_forsteri"	"`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`"	0.6562	1.87	NA	0.5	0.8132
"99"	"Birds3"	"Spheniscus_demersus"	"`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`"	0.0682	0.01	NA	0.3189	0.431933333333333
"100"	"Birds3"	"Fulmarus_glacialis"	"`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`"	0.6628	0.83	NA	0.5	0.8132
"101"	"Birds3"	"Gavia_stellata"	"`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`"	0.4191	1.34	NA	0.5	0.8132
"102"	"Birds3"	"Eurypyga_helias"	"`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`"	0.192	0	NA	0.5	0.608
"103"	"Birds3"	"Rhynochetos_jubatus"	"`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`"	0.0674	1.71	NA	0.5	0.431933333333333
