""	"Group"	"test"	"back"	"RELAX_pval"	"RELAX_kval"	"aBSREL_pval"	"BUSTED_pval"	"RELAX_adj.pval"
"19"	"Artiodactyla"	"Balaenoptera_acutorostrata"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node17,Neophocaena_asiaeorientalis,Phocoena_sinus,Node20,Node16,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node27,Node25,Node23,Node15,Node13,Node11,Balaenoptera_musculus,Node30,Node10,Hippopotamus_amphibius,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison,Node41,Bos_taurus,Bos_indicus,Node44,Node40,Bubalus_bubalis,Bubalus_carabanensis,Node47,Node39,Oryx_dammah,Capra_hircus,Ovis_aries,Node53,Budorcas_taxicolor,Node52,Node50,Node38,Node36,Cervus_canadensis,Cervus_elaphus,Node59,Axis_porcinus,Node58,Odocoileus_virginianus,Rangifer_tarandus,Node63,Node57,Node35,Giraffa_camelopardalis,Node34,Node8,Phacochoerus_africanus,Sus_scrofa,Node68,Catagonus_wagneri,Node67,Node7`"	0.8369	0	NA	0.4549	1
"20"	"Artiodactyla"	"Balaenoptera_musculus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node17,Neophocaena_asiaeorientalis,Phocoena_sinus,Node20,Node16,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node27,Node25,Node23,Node15,Node13,Node11,Balaenoptera_acutorostrata,Node30,Node10,Hippopotamus_amphibius,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison,Node41,Bos_taurus,Bos_indicus,Node44,Node40,Bubalus_bubalis,Bubalus_carabanensis,Node47,Node39,Oryx_dammah,Capra_hircus,Ovis_aries,Node53,Budorcas_taxicolor,Node52,Node50,Node38,Node36,Cervus_canadensis,Cervus_elaphus,Node59,Axis_porcinus,Node58,Odocoileus_virginianus,Rangifer_tarandus,Node63,Node57,Node35,Giraffa_camelopardalis,Node34,Node8,Phacochoerus_africanus,Sus_scrofa,Node68,Catagonus_wagneri,Node67,Node7`"	0.2405	21.96	NA	0.4926	0.875554545454545
"21"	"Artiodactyla"	"Bison_bison"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node17,Neophocaena_asiaeorientalis,Phocoena_sinus,Node20,Node16,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node27,Node25,Node23,Node15,Node13,Node11,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node30,Node10,Hippopotamus_amphibius,Node9,Moschus_berezovskii,Bos_mutus,Node41,Bos_taurus,Bos_indicus,Node44,Node40,Bubalus_bubalis,Bubalus_carabanensis,Node47,Node39,Oryx_dammah,Capra_hircus,Ovis_aries,Node53,Budorcas_taxicolor,Node52,Node50,Node38,Node36,Cervus_canadensis,Cervus_elaphus,Node59,Axis_porcinus,Node58,Odocoileus_virginianus,Rangifer_tarandus,Node63,Node57,Node35,Giraffa_camelopardalis,Node34,Node8,Phacochoerus_africanus,Sus_scrofa,Node68,Catagonus_wagneri,Node67,Node7`"	0.96	0	NA	0.5	1
"22"	"Artiodactyla"	"Bos_indicus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node17,Neophocaena_asiaeorientalis,Phocoena_sinus,Node20,Node16,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node27,Node25,Node23,Node15,Node13,Node11,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node30,Node10,Hippopotamus_amphibius,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison,Node41,Bos_taurus,Node44,Node40,Bubalus_bubalis,Bubalus_carabanensis,Node47,Node39,Oryx_dammah,Capra_hircus,Ovis_aries,Node53,Budorcas_taxicolor,Node52,Node50,Node38,Node36,Cervus_canadensis,Cervus_elaphus,Node59,Axis_porcinus,Node58,Odocoileus_virginianus,Rangifer_tarandus,Node63,Node57,Node35,Giraffa_camelopardalis,Node34,Node8,Phacochoerus_africanus,Sus_scrofa,Node68,Catagonus_wagneri,Node67,Node7`"	0.5443	30.85	NA	0.5	1
"23"	"Artiodactyla"	"Bos_indicus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node17,Neophocaena_asiaeorientalis,Phocoena_sinus,Node20,Node16,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node27,Node25,Node23,Node15,Node13,Node11,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node30,Node10,Hippopotamus_amphibius,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison,Node41,Bos_taurus,Node44,Node40,Bubalus_bubalis,Bubalus_carabanensis,Node47,Node39,Oryx_dammah,Capra_hircus,Ovis_aries,Node53,Budorcas_taxicolor,Node52,Node50,Node38,Node36,Cervus_canadensis,Cervus_elaphus,Node59,Axis_porcinus,Node58,Odocoileus_virginianus,Rangifer_tarandus,Node63,Node57,Node35,Giraffa_camelopardalis,Node34,Node8,Phacochoerus_africanus,Sus_scrofa,Node68,Catagonus_wagneri,Node67,Node7`"	0.5443	30.85	NA	0.5	1
"24"	"Artiodactyla"	"Bos_mutus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node17,Neophocaena_asiaeorientalis,Phocoena_sinus,Node20,Node16,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node27,Node25,Node23,Node15,Node13,Node11,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node30,Node10,Hippopotamus_amphibius,Node9,Moschus_berezovskii,Bison_bison,Node41,Bos_taurus,Bos_indicus,Node44,Node40,Bubalus_bubalis,Bubalus_carabanensis,Node47,Node39,Oryx_dammah,Capra_hircus,Ovis_aries,Node53,Budorcas_taxicolor,Node52,Node50,Node38,Node36,Cervus_canadensis,Cervus_elaphus,Node59,Axis_porcinus,Node58,Odocoileus_virginianus,Rangifer_tarandus,Node63,Node57,Node35,Giraffa_camelopardalis,Node34,Node8,Phacochoerus_africanus,Sus_scrofa,Node68,Catagonus_wagneri,Node67,Node7`"	0.1026	0	NA	0.2358	0.649614285714286
"25"	"Artiodactyla"	"Bos_taurus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node17,Neophocaena_asiaeorientalis,Phocoena_sinus,Node20,Node16,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node27,Node25,Node23,Node15,Node13,Node11,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node30,Node10,Hippopotamus_amphibius,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison,Node41,Bos_indicus,Node44,Node40,Bubalus_bubalis,Bubalus_carabanensis,Node47,Node39,Oryx_dammah,Capra_hircus,Ovis_aries,Node53,Budorcas_taxicolor,Node52,Node50,Node38,Node36,Cervus_canadensis,Cervus_elaphus,Node59,Axis_porcinus,Node58,Odocoileus_virginianus,Rangifer_tarandus,Node63,Node57,Node35,Giraffa_camelopardalis,Node34,Node8,Phacochoerus_africanus,Sus_scrofa,Node68,Catagonus_wagneri,Node67,Node7`"	0.5825	0	NA	0.4726	1
"26"	"Artiodactyla"	"Bubalus_bubalis"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node17,Neophocaena_asiaeorientalis,Phocoena_sinus,Node20,Node16,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node27,Node25,Node23,Node15,Node13,Node11,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node30,Node10,Hippopotamus_amphibius,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison,Node41,Bos_taurus,Bos_indicus,Node44,Node40,Bubalus_carabanensis,Node47,Node39,Oryx_dammah,Capra_hircus,Ovis_aries,Node53,Budorcas_taxicolor,Node52,Node50,Node38,Node36,Cervus_canadensis,Cervus_elaphus,Node59,Axis_porcinus,Node58,Odocoileus_virginianus,Rangifer_tarandus,Node63,Node57,Node35,Giraffa_camelopardalis,Node34,Node8,Phacochoerus_africanus,Sus_scrofa,Node68,Catagonus_wagneri,Node67,Node7`"	0.5984	0	NA	0.5	1
"27"	"Artiodactyla"	"Bubalus_carabanensis"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node17,Neophocaena_asiaeorientalis,Phocoena_sinus,Node20,Node16,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node27,Node25,Node23,Node15,Node13,Node11,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node30,Node10,Hippopotamus_amphibius,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison,Node41,Bos_taurus,Bos_indicus,Node44,Node40,Bubalus_bubalis,Node47,Node39,Oryx_dammah,Capra_hircus,Ovis_aries,Node53,Budorcas_taxicolor,Node52,Node50,Node38,Node36,Cervus_canadensis,Cervus_elaphus,Node59,Axis_porcinus,Node58,Odocoileus_virginianus,Rangifer_tarandus,Node63,Node57,Node35,Giraffa_camelopardalis,Node34,Node8,Phacochoerus_africanus,Sus_scrofa,Node68,Catagonus_wagneri,Node67,Node7`"	1	0.98	NA	0.5	1
"28"	"Artiodactyla"	"Budorcas_taxicolor"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node17,Neophocaena_asiaeorientalis,Phocoena_sinus,Node20,Node16,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node27,Node25,Node23,Node15,Node13,Node11,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node30,Node10,Hippopotamus_amphibius,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison,Node41,Bos_taurus,Bos_indicus,Node44,Node40,Bubalus_bubalis,Bubalus_carabanensis,Node47,Node39,Oryx_dammah,Capra_hircus,Ovis_aries,Node53,Node52,Node50,Node38,Node36,Cervus_canadensis,Cervus_elaphus,Node59,Axis_porcinus,Node58,Odocoileus_virginianus,Rangifer_tarandus,Node63,Node57,Node35,Giraffa_camelopardalis,Node34,Node8,Phacochoerus_africanus,Sus_scrofa,Node68,Catagonus_wagneri,Node67,Node7`"	1	0	NA	0.5	1
