""	"Group"	"test"	"back"	"RELAX_pval"	"RELAX_kval"	"aBSREL_pval"	"BUSTED_pval"	"RELAX_adj.pval"
"1"	"Afrotheria"	"Chrysochloris_asiatica"	"`Heterohyrax_brucei,Procavia_capensis,Node2,Dugong_dugon,Trichechus_manatus,Node5,Node1,Loxodonta_africana,Elephas_maximus,Node8,Echinops_telfairi,Node13,Elephantulus_edwardii,Node12,Orycteropus_afer,Node11`"	0.2242	0.51	NA	0.5	0.783666666666667
"2"	"Afrotheria"	"Echinops_telfairi"	"`Heterohyrax_brucei,Procavia_capensis,Node2,Dugong_dugon,Trichechus_manatus,Node5,Node1,Loxodonta_africana,Elephas_maximus,Node8,Chrysochloris_asiatica,Node13,Elephantulus_edwardii,Node12,Orycteropus_afer,Node11`"	0.267	1.74	NA	0.5	0.783666666666667
"3"	"Afrotheria"	"Elephantulus_edwardii"	"`Heterohyrax_brucei,Procavia_capensis,Node2,Dugong_dugon,Trichechus_manatus,Node5,Node1,Loxodonta_africana,Elephas_maximus,Node8,Chrysochloris_asiatica,Echinops_telfairi,Node13,Node12,Orycteropus_afer,Node11`"	0.2785	0.36	NA	0.5	0.783666666666667
"4"	"Afrotheria"	"Elephas_maximus"	"`Heterohyrax_brucei,Procavia_capensis,Node2,Dugong_dugon,Trichechus_manatus,Node5,Node1,Loxodonta_africana,Node8,Chrysochloris_asiatica,Echinops_telfairi,Node13,Elephantulus_edwardii,Node12,Orycteropus_afer,Node11`"	0.7053	0.63	NA	0.5	0.783666666666667
"5"	"Afrotheria"	"Loxodonta_africana"	"`Heterohyrax_brucei,Procavia_capensis,Node2,Dugong_dugon,Trichechus_manatus,Node5,Node1,Elephas_maximus,Node8,Chrysochloris_asiatica,Echinops_telfairi,Node13,Elephantulus_edwardii,Node12,Orycteropus_afer,Node11`"	0.6964	0.67	NA	0.5	0.783666666666667
"6"	"Afrotheria"	"Orycteropus_afer"	"`Heterohyrax_brucei,Procavia_capensis,Node2,Dugong_dugon,Trichechus_manatus,Node5,Node1,Loxodonta_africana,Elephas_maximus,Node8,Chrysochloris_asiatica,Echinops_telfairi,Node13,Elephantulus_edwardii,Node12,Node11`"	0.5006	0.66	NA	0.5	0.783666666666667
"7"	"Afrotheria"	"Trichechus_manatus"	"`Heterohyrax_brucei,Procavia_capensis,Node2,Dugong_dugon,Node5,Node1,Loxodonta_africana,Elephas_maximus,Node8,Chrysochloris_asiatica,Echinops_telfairi,Node13,Elephantulus_edwardii,Node12,Orycteropus_afer,Node11`"	0.6321	0.37	NA	0.4967	0.783666666666667
"8"	"Afrotheria"	"Dugong_dugon"	"`Heterohyrax_brucei,Procavia_capensis,Node2,Trichechus_manatus,Node5,Node1,Loxodonta_africana,Elephas_maximus,Node8,Chrysochloris_asiatica,Echinops_telfairi,Node13,Elephantulus_edwardii,Node12,Orycteropus_afer,Node11`"	0.8086	0.73	NA	0.4029	0.8086
"9"	"Afrotheria"	"Heterohyrax_brucei"	"`Procavia_capensis,Node2,Dugong_dugon,Trichechus_manatus,Node5,Node1,Loxodonta_africana,Elephas_maximus,Node8,Chrysochloris_asiatica,Echinops_telfairi,Node13,Elephantulus_edwardii,Node12,Orycteropus_afer,Node11`"	0.6843	0.66	NA	0.5	0.783666666666667
"10"	"Afrotheria"	"Procavia_capensis"	"`Heterohyrax_brucei,Node2,Dugong_dugon,Trichechus_manatus,Node5,Node1,Loxodonta_africana,Elephas_maximus,Node8,Chrysochloris_asiatica,Echinops_telfairi,Node13,Elephantulus_edwardii,Node12,Orycteropus_afer,Node11`"	0.7014	0.66	NA	0.5	0.783666666666667
"11"	"Amphibia"	"Xenopus_laevis"	"`Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Node7,Node5,Xenopus_tropicalis,Node10,Node4,Bombina_bombina,Node3`"	0	0.23	NA	0.5	0
"12"	"Amphibia"	"Xenopus_tropicalis"	"`Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Node7,Node5,Xenopus_laevis,Node10,Node4,Bombina_bombina,Node3`"	0.0294	0.22	0.01658	0.5	0.0784
"13"	"Amphibia"	"Bombina_bombina"	"`Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Node7,Node5,Xenopus_laevis,Xenopus_tropicalis,Node10,Node4,Node3`"	1	0.28	NA	0.5	1
"14"	"Amphibia"	"Bufo_gargarizans"	"`Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Hyla_sarda,Node7,Node5,Xenopus_laevis,Xenopus_tropicalis,Node10,Node4,Bombina_bombina,Node3`"	0.6193	11.39	NA	0.5	0.707771428571428
"15"	"Amphibia"	"Geotrypetes_seraphini"	"`Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Node7,Node5,Xenopus_laevis,Xenopus_tropicalis,Node10,Node4,Bombina_bombina,Node3`"	0.1502	0.19	NA	0.5	0.24032
"16"	"Amphibia"	"Hyla_sarda"	"`Geotrypetes_seraphini,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Node7,Node5,Xenopus_laevis,Xenopus_tropicalis,Node10,Node4,Bombina_bombina,Node3`"	0.0186	3.09	0.00106	0.0313	0.0744
"17"	"Amphibia"	"Rhinatrema_bivittatum"	"`Geotrypetes_seraphini,Spea_bombifrons,Bufo_gargarizans,Hyla_sarda,Node7,Node5,Xenopus_laevis,Xenopus_tropicalis,Node10,Node4,Bombina_bombina,Node3`"	0.1428	2.5	NA	0.5	0.24032
"18"	"Amphibia"	"Spea_bombifrons"	"`Geotrypetes_seraphini,Rhinatrema_bivittatum,Bufo_gargarizans,Hyla_sarda,Node7,Node5,Xenopus_laevis,Xenopus_tropicalis,Node10,Node4,Bombina_bombina,Node3`"	0.3194	0.73	NA	0.5	0.425866666666667
