""	"Group"	"test"	"back"	"RELAX_pval"	"RELAX_kval"	"aBSREL_pval"	"BUSTED_pval"	"RELAX_adj.pval"
"77"	"Birds2"	"Accipiter_gentilis"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.3928	5.23	NA	0.5	0.741955555555555
"78"	"Birds2"	"Antrostomus_carolinensis"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.1408	4.71	NA	0.4976	0.47872
"79"	"Birds2"	"Aquila_chrysaetos"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.221	7.84	NA	0.5	0.5314625
"80"	"Birds2"	"Athene_cunicularia"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.0273	21.24	NA	0.5	0.3638
"81"	"Birds2"	"Colius_striatus"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.2501	0	NA	0.4956	0.5314625
"82"	"Birds2"	"Falco_biarmicus"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.7133	1.64	NA	0.5	1
"83"	"Birds2"	"Falco_cherrug"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	1	0.91	NA	0.5	1
"84"	"Birds2"	"Falco_naumanni"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Node23,Node5`"	1	4.13	NA	0.5	1
"85"	"Birds2"	"Falco_peregrinus"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.0684	10.63	NA	0.2532	0.3638
"86"	"Birds2"	"Falco_rusticolus"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	1	0.9	NA	0.5	1
"87"	"Birds2"	"Gymnogyps_californianus"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.0856	0.61	NA	0.2532	0.3638
"88"	"Birds2"	"Haliaeetus_albicilla"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	1	0.9	NA	0.5	1
"89"	"Birds2"	"Haliaeetus_leucocephalus"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	1	0.89	NA	0.5	1
"90"	"Birds2"	"Leptosomus_discolor"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.796	0.81	NA	0.5	1
"91"	"Birds2"	"Tauraco_erythrolophus"	"`Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.0789	0	NA	0.5	0.3638
"92"	"Birds2"	"Tyto_alba"	"`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`"	0.1714	5.11	NA	0.5	0.485633333333333
